X Lag Time,Record 1: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No2_230706 1,Record 2: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No2_230706 2,Record 3: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No2_230706 3,X Intensity,Record 1: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No2_230706 1,Record 2: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No2_230706 2,Record 3: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No2_230706 3
76.5,0.0844,0.101,0.0777,58.8,0,0,0
84.5,0.0711,0.0869,0.0648,68.1,0,0,0
92.5,0.0615,0.0763,0.0547,78.8,0,0,0
101,0.0542,0.0679,0.0468,91.3,0,0,0
109,0.0472,0.0608,0.0402,106,0,0,0
117,0.0424,0.0553,0.036,122,0,0,0
125,0.0385,0.0506,0.0319,142,0,0,0
141,0.033,0.0443,0.0255,164,0,0,0
157,0.029,0.0398,0.021,190,0,0,0
173,0.0266,0.0374,0.0184,220,0,0,0
189,0.0245,0.0359,0.0167,255,0,0,0
205,0.0232,0.0332,0.0154,295,0,0,0
221,0.0225,0.0311,0.0151,342,0,0,0
237,0.0216,0.0294,0.0149,396,0,0,0
253,0.02,0.0287,0.015,459,0,0,0
285,0.0177,0.0284,0.0142,531,0,0.212,0
317,0.0156,0.0285,0.0134,615,0.096,0.609,0
349,0.0159,0.0278,0.0139,712,0.289,1.02,0.0231
381,0.0158,0.0268,0.0126,825,0.521,1.29,0.0925
413,0.016,0.027,0.0125,955,0.726,1.3,0.195
445,0.016,0.0265,0.0118,1.11E+03,0.851,1.08,0.307
477,0.017,0.0256,0.0115,1.28E+03,0.871,0.715,0.405
509,0.0164,0.0256,0.0115,1.48E+03,0.794,0.34,0.48
573,0.0159,0.0243,0.0098,1.72E+03,0.653,0.0844,0.531
637,0.0141,0.0231,0.00752,1.99E+03,0.496,0,0.57
701,0.0125,0.0232,0.00956,2.30E+03,0.374,0,0.61
765,0.0136,0.0224,0.00992,2.67E+03,0.331,0,0.666
829,0.014,0.0219,0.0087,3.09E+03,0.391,0,0.745
893,0.0124,0.0221,0.00704,3.58E+03,0.553,0.1,0.844
957,0.0123,0.0195,0.00844,4.15E+03,0.786,0.497,0.948
1.02E+03,0.0122,0.0189,0.00777,4.80E+03,1.04,1.17,1.03
1.15E+03,0.0117,0.0194,0.00709,5.56E+03,1.23,1.92,1.06
1.28E+03,0.0107,0.0189,0.00466,6.44E+03,0,0,0
1.40E+03,0.00995,0.0171,0.00531,7.46E+03,0,0,0
1.53E+03,0.00979,0.0156,0.00467,8.63E+03,0,0,0
1.66E+03,0.00893,0.0155,0.00505,,,,
1.79E+03,0.00763,0.0148,0.00412,,,,
1.92E+03,0.00788,0.0148,0.00456,,,,
2.04E+03,0.00649,0.0135,0.00459,,,,
2.30E+03,0.00722,0.0118,0.00387,,,,
2.56E+03,0.00679,0.0113,0.00513,,,,
2.81E+03,0.00545,0.0109,0.00338,,,,
3.07E+03,0.0062,0.0106,0.0018,,,,
3.32E+03,0.00615,0.0098,0.00315,,,,
3.58E+03,0.00523,0.00973,0.00257,,,,
3.84E+03,0.00579,0.0103,0.00324,,,,
4.09E+03,0.00583,0.0095,0.00306,,,,
4.60E+03,0.00522,0.0104,0.00338,,,,
5.12E+03,0.00433,0.00989,0.00298,,,,
5.63E+03,0.00362,0.00931,0.00325,,,,
6.14E+03,0.00356,0.00771,0.00356,,,,
6.65E+03,0.00364,0.00881,0.00254,,,,
7.16E+03,0.00378,0.00822,0.00267,,,,
7.68E+03,0.0046,0.00844,0.00309,,,,
8.19E+03,0.00476,0.00847,0.00294,,,,
9.21E+03,0.00413,0.00759,0.0027,,,,
1.02E+04,0.00432,0.00832,0.00261,,,,
1.13E+04,0.00452,0.00872,0.00273,,,,
1.23E+04,0.00419,0.0075,0.00242,,,,
1.33E+04,0.00436,0.00795,0.0021,,,,
1.43E+04,0.00453,0.00795,0.00172,,,,
1.54E+04,0.00361,0.0072,0.00269,,,,
1.64E+04,0.00396,0.00742,0.0025,,,,
1.84E+04,0.00337,0.0069,0.00294,,,,
2.05E+04,0.00354,0.00671,0.00276,,,,
2.25E+04,0.00413,0.00722,0.00263,,,,
2.46E+04,0.00386,0.0076,0.00307,,,,
2.66E+04,0.00372,0.0069,0.00276,,,,
2.87E+04,0.003,0.00739,0.00292,,,,
3.07E+04,0.00303,0.00762,0.00277,,,,
3.28E+04,0.00394,0.00656,0.00278,,,,
3.69E+04,0.00433,0.00666,0.00219,,,,
4.10E+04,0.00372,0.00518,0.00225,,,,
4.51E+04,0.00355,0.00555,0.00198,,,,
4.91E+04,0.00442,0.00599,0.00217,,,,
5.32E+04,0.00444,0.00633,0.0024,,,,
5.73E+04,0.00389,0.00552,0.002,,,,
6.14E+04,0.00407,0.00563,0.00222,,,,
6.55E+04,0.0037,0.00531,0.00197,,,,
7.37E+04,0.00287,0.00481,0.00157,,,,
8.19E+04,0.00305,0.0044,0.00159,,,,
9.01E+04,0.00311,0.00462,0.0015,,,,
9.83E+04,0.00284,0.00427,0.00156,,,,
1.06E+05,0.0025,0.00392,0.00151,,,,
1.15E+05,0.0027,0.00384,0.00114,,,,
1.23E+05,0.00245,0.0038,0.00133,,,,
1.31E+05,0.00236,0.00329,0.00106,,,,
1.47E+05,0.00166,0.00315,0.000989,,,,
1.64E+05,0.00155,0.00331,0.000567,,,,
1.80E+05,0.00112,0.00287,0.000785,,,,
1.97E+05,0.00108,0.00182,0.000373,,,,
2.13E+05,0.00101,0.00184,0.000866,,,,
2.29E+05,0.000552,0.00161,0.000847,,,,
2.46E+05,0.000636,0.00101,0.000358,,,,
2.62E+05,0.000575,0.00081,0.000456,,,,
2.95E+05,0.000707,0.000849,0.000331,,,,
3.28E+05,0.000561,0.000547,0.000155,,,,
3.60E+05,0.000688,0.00055,0.000202,,,,
3.93E+05,0.000181,0.000564,0.000386,,,,
4.26E+05,0.000211,0.000744,0.000416,,,,
4.59E+05,0.000226,0.000336,0.000361,,,,
4.92E+05,0.000189,0.000217,0.000566,,,,
5.24E+05,0.000474,0.000326,0.000345,,,,
5.90E+05,0.000284,0.000334,0.000983,,,,
6.55E+05,3.65E-06,0.000714,0.000428,,,,
7.21E+05,1.69E-05,0.000164,0.00086,,,,
7.86E+05,5.30E-05,8.03E-05,0.000849,,,,
8.52E+05,5.67E-05,0,0.00137,,,,
9.18E+05,2.16E-05,0,0.00109,,,,
9.83E+05,0.00012,0,0.00131,,,,
1.05E+06,0.00174,0.000258,0.000399,,,,
1.18E+06,0.00295,0,0.000155,,,,
1.31E+06,0.00208,0.000131,0.000163,,,,
1.44E+06,0.0029,0.000171,0.000594,,,,
1.57E+06,0.00287,0.00126,0.000472,,,,
1.70E+06,0.00337,0.00115,1.66E-05,,,,
1.84E+06,0.00238,0.00151,0.000364,,,,
1.97E+06,0.00259,0.0025,0.000438,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
