X Lag Time,Record 1: JJ1_50mg_200rpm_10-00min_PM_No4_230706 1,Record 2: JJ1_50mg_200rpm_10-00min_PM_No4_230706 2,Record 3: JJ1_50mg_200rpm_10-00min_PM_No4_230706 3,X Intensity,Record 1: JJ1_50mg_200rpm_10-00min_PM_No4_230706 1,Record 2: JJ1_50mg_200rpm_10-00min_PM_No4_230706 2,Record 3: JJ1_50mg_200rpm_10-00min_PM_No4_230706 3
0.5,0.876,0.876,0.875,0.4,0,0,0
1,0.864,0.86,0.864,0.463,0,0,0
1.5,0.852,0.849,0.85,0.536,0,0,0
2,0.841,0.837,0.84,0.621,0,0,0
2.5,0.827,0.827,0.825,0.719,0,0,0
3,0.814,0.813,0.817,0.833,0,0,0
3.5,0.806,0.812,0.8,0.965,0,0,0
4,0.802,0.795,0.795,1.12,0,0,0
4.5,0.789,0.789,0.782,1.29,0,0,0
5.5,0.769,0.77,0.766,1.5,0,0,0
6.5,0.751,0.751,0.743,1.74,0,0,0
7.5,0.732,0.734,0.725,2.01,0,0,0
8.5,0.717,0.717,0.71,2.33,0,0,0
9.5,0.697,0.703,0.691,2.7,0,0,0
10.5,0.679,0.686,0.672,3.12,0,0,0
11.5,0.67,0.672,0.662,3.62,0,0,0
12.5,0.655,0.658,0.646,4.19,0,0,0
14.5,0.625,0.629,0.617,4.85,0,0,0
16.5,0.6,0.605,0.591,5.61,0,0,0
18.5,0.573,0.58,0.563,6.5,0,0,0
20.5,0.551,0.557,0.542,7.53,0,0,0
22.5,0.528,0.538,0.519,8.72,0.316,0.464,0
24.5,0.507,0.517,0.5,10.1,2.95,2.66,2.23
26.5,0.489,0.499,0.479,11.7,7.02,6.16,6.97
28.5,0.471,0.482,0.459,13.5,10.7,9.57,11.8
32.5,0.437,0.448,0.427,15.7,12.3,11.5,14.1
36.5,0.41,0.421,0.397,18.2,11.3,11,12.8
40.5,0.384,0.397,0.37,21,8.25,8.35,8.56
44.5,0.361,0.374,0.347,24.4,4.43,4.65,3.63
48.5,0.34,0.354,0.326,28.2,1.36,1.47,0.43
52.5,0.321,0.336,0.307,32.7,0,0,0
56.5,0.305,0.319,0.291,37.8,0,0,0
60.5,0.29,0.305,0.278,43.8,0,0,0
68.5,0.265,0.279,0.253,50.7,0,0,0
76.5,0.245,0.258,0.231,58.8,0,0,0
84.5,0.227,0.241,0.214,68.1,0,0,0
92.5,0.213,0.226,0.199,78.8,0,0,0
101,0.201,0.213,0.187,91.3,0,0,0
109,0.19,0.203,0.177,106,0,0,0
117,0.182,0.195,0.169,122,0,0,0
125,0.176,0.188,0.162,142,0,0,0
141,0.164,0.176,0.149,164,0,0.0855,0
157,0.156,0.167,0.141,190,0,0.528,0
173,0.148,0.159,0.135,220,0.115,1.23,0
189,0.143,0.155,0.131,255,0.605,1.99,0.223
205,0.137,0.151,0.127,295,1.45,2.61,1.04
221,0.133,0.146,0.123,342,2.5,2.99,2.31
237,0.13,0.143,0.121,396,3.53,3.1,3.67
253,0.127,0.14,0.118,459,4.37,2.98,4.79
285,0.122,0.133,0.113,531,4.87,2.72,5.42
317,0.115,0.128,0.109,615,4.97,2.4,5.46
349,0.111,0.124,0.105,712,4.68,2.09,4.95
381,0.107,0.121,0.101,825,4.07,1.85,4.04
413,0.103,0.117,0.0961,955,3.25,1.71,2.93
445,0.1,0.113,0.0935,1.11E+03,2.36,1.65,1.83
477,0.0972,0.108,0.0905,1.28E+03,1.51,1.67,0.917
509,0.0941,0.104,0.086,1.48E+03,0.815,1.72,0.313
573,0.0873,0.0978,0.0795,1.72E+03,0.333,1.78,0.036
637,0.0815,0.0918,0.075,1.99E+03,0.0763,1.82,0
701,0.0791,0.0862,0.0693,2.30E+03,0,1.81,0
765,0.0743,0.0831,0.0651,2.67E+03,0,1.73,0
829,0.0691,0.0792,0.0622,3.09E+03,0.0559,1.6,0.000433
893,0.0641,0.0746,0.0583,3.58E+03,0.187,1.4,0.0881
957,0.0595,0.0699,0.0561,4.15E+03,0.376,1.17,0.274
1.02E+03,0.0565,0.0672,0.0523,4.80E+03,0.576,0.912,0.515
