X Lag Time,Record 1: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No3_230706 1,Record 2: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No3_230706 2,Record 3: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No3_230706 3,X Intensity,Record 1: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No3_230706 1,Record 2: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No3_230706 2,Record 3: JJ1_50mg_PS2_500ug_200rpm_10-00min_ST_No3_230706 3
0.5,0.842,0.843,0.843,0.4,0,0,0
1,0.831,0.829,0.829,0.463,0,0,0
1.5,0.81,0.811,0.811,0.536,0,0,0
2,0.79,0.792,0.794,0.621,0,0,0
2.5,0.777,0.776,0.778,0.719,0,0,0
3,0.759,0.762,0.76,0.833,0,0,0
3.5,0.745,0.744,0.742,0.965,0,0,0
4,0.727,0.729,0.73,1.12,0,0,0
4.5,0.711,0.715,0.715,1.29,0,0,0
5.5,0.684,0.684,0.685,1.5,0,0,0
6.5,0.656,0.657,0.658,1.74,0,0,0
7.5,0.63,0.63,0.632,2.01,0,0,0
8.5,0.603,0.605,0.606,2.33,0,0,0
9.5,0.579,0.581,0.582,2.7,0,0,0
10.5,0.556,0.558,0.559,3.12,0,0,0
11.5,0.532,0.536,0.535,3.62,0,0,0
12.5,0.512,0.515,0.514,4.19,0,0,0
14.5,0.472,0.474,0.474,4.85,0,0,0
16.5,0.435,0.438,0.438,5.61,0,0,0
18.5,0.4,0.404,0.404,6.5,0,0,0
20.5,0.368,0.373,0.374,7.53,0.163,0.25,0.445
22.5,0.339,0.344,0.345,8.72,2.44,2.61,2.73
24.5,0.314,0.318,0.319,10.1,6.45,6.67,6.48
26.5,0.289,0.293,0.294,11.7,10.9,11.1,10.6
28.5,0.268,0.272,0.273,13.5,14.4,14.6,13.9
32.5,0.229,0.233,0.233,15.7,16.2,16.1,15.6
36.5,0.196,0.2,0.2,18.2,15.8,15.6,15.4
40.5,0.166,0.172,0.172,21,13.5,13.1,13.4
44.5,0.143,0.149,0.147,24.4,10,9.58,10.2
48.5,0.123,0.129,0.128,28.2,6.26,5.79,6.61
52.5,0.105,0.111,0.11,32.7,3,2.63,3.35
56.5,0.0915,0.0967,0.0954,37.8,0.857,0.681,1.08
60.5,0.0794,0.0837,0.0838,43.8,0,0,0.0543
68.5,0.0598,0.0643,0.0634,50.7,0,0,0
76.5,0.0458,0.0494,0.0487,58.8,0,0,0
84.5,0.0355,0.039,0.0381,68.1,0,0,0
92.5,0.0278,0.0304,0.0294,78.8,0,0,0
101,0.0213,0.0254,0.0239,91.3,0,0,0
109,0.0165,0.0204,0.0189,106,0,0,0
117,0.0142,0.0168,0.0154,122,0,0,0
125,0.0114,0.0141,0.0132,142,0,0,0
141,0.00821,0.0103,0.00974,164,0,0,0
157,0.00649,0.00804,0.00697,190,0,0,0
173,0.00602,0.00569,0.00419,220,0,0,0
189,0.00483,0.00489,0.00303,255,0,0,0
205,0.00393,0.00409,0.00354,295,0,0,0
221,0.00271,0.00256,0.00346,342,0,0,0
237,0.00232,0.00284,0.00382,396,0,0,0
253,0.00173,0.00323,0.00357,459,0,0,0
285,0.00154,0.00304,0.00308,531,0,0,0
317,0.000608,0.00323,0.00257,615,0,0,0
349,0.000453,0.00351,0.00273,712,0,0,0
381,0.000792,0.00162,0.00289,825,0,0,0
413,0.00108,0.00054,0.00191,955,0,0,0
445,0.00151,0.000609,0.00132,1.11E+03,0,0,0
477,0.00334,0.00135,0.00141,1.28E+03,0,0,0
509,0.00228,0.00235,0.00154,1.48E+03,0,0,0
573,0.00114,0.00132,0.000743,1.72E+03,0,0,0
637,0.00194,0.00178,0.00034,1.99E+03,0,0,0
701,0.00175,0.00185,0.000677,2.30E+03,0,0,0
765,0.000367,0.000565,0.00117,2.67E+03,0,0.00288,0
829,0.00128,0.000714,0.00138,3.09E+03,0,0.048,0
893,0.00131,0.00213,0.00325,3.58E+03,0,0.14,0
957,0.00166,0.00152,0.0025,4.15E+03,0,0.262,0
1.02E+03,0.00136,0.00183,0.00128,4.80E+03,0,0.383,0
1.15E+03,0.00066,0.000873,0.00209,5.56E+03,0,0.468,0
1.28E+03,0.000681,0.000173,0.00113,6.44E+03,0,0,0
1.40E+03,0.000637,0.000393,8.88E-05,7.46E+03,0,0,0
1.53E+03,0.00156,0.000185,0.00108,8.63E+03,0,0,0
1.66E+03,0.000866,0.000702,0.00131,,,,
1.79E+03,0.00106,0.000215,0.00122,,,,
1.92E+03,0.000731,0.000618,0.000607,,,,
2.04E+03,0.000532,0.000323,0.000624,,,,
2.30E+03,0.000217,0.000395,0.000789,,,,
2.56E+03,0.000363,0.000243,0.000969,,,,
2.81E+03,0.000262,0.000594,0.000811,,,,
3.07E+03,0.000528,0.000383,0.00107,,,,
3.32E+03,0.000666,0.000351,0.000695,,,,
3.58E+03,0.00063,0.000252,0.000367,,,,
3.84E+03,0.000678,0.000713,0.00128,,,,
4.09E+03,0.000434,0.000946,0.00128,,,,
4.60E+03,0.000565,0.000595,0.000427,,,,
5.12E+03,0.000865,0.000399,0.000391,,,,
5.63E+03,0.000708,0.000383,0.000254,,,,
6.14E+03,0.000217,0.000175,0.000945,,,,
6.65E+03,0.000385,0.000504,0.000501,,,,
7.16E+03,0.0011,0.000575,0.000743,,,,
7.68E+03,0,0.000177,0.00064,,,,
8.19E+03,0.000172,0.000227,0.000337,,,,
9.21E+03,0.000428,0.00122,0.000874,,,,
1.02E+04,2.02E-05,0.00013,0.000384,,,,
1.13E+04,0.00029,0.000518,2.11E-05,,,,
1.23E+04,0.000574,0.000297,0.000471,,,,
1.33E+04,0.000523,0.000767,0.000214,,,,
1.43E+04,4.44E-05,0.000375,0.000154,,,,
1.54E+04,0.000348,0.000248,0.000181,,,,
1.64E+04,0.000319,9.78E-05,0.000228,,,,
1.84E+04,0.000225,0.000492,0.000315,,,,
2.05E+04,5.60E-05,0.000148,0.000206,,,,
2.25E+04,0.000317,0.000396,0.000241,,,,
2.46E+04,7.09E-05,0.000237,0.000399,,,,
2.66E+04,0.000345,0.000424,0.000678,,,,
2.87E+04,0.000337,0.000396,0.00056,,,,
3.07E+04,0.000213,0.000234,0.000377,,,,
3.28E+04,5.51E-05,0.000138,0.000609,,,,
3.69E+04,0.000104,8.99E-05,0.000289,,,,
4.10E+04,0.000138,9.26E-05,6.37E-05,,,,
4.51E+04,0.000175,0.000276,0.000317,,,,
4.91E+04,7.84E-05,0.000167,0.000348,,,,
5.32E+04,0.000203,9.74E-05,0.000432,,,,
5.73E+04,6.89E-05,8.64E-05,0.000143,,,,
6.14E+04,1.50E-05,0.000299,0.000442,,,,
6.55E+04,0.000254,0.0001,0.000554,,,,
7.37E+04,3.63E-05,6.87E-05,0.000331,,,,
8.19E+04,0.000103,0.000151,0.000324,,,,
9.01E+04,0.000334,8.30E-05,0.000279,,,,
9.83E+04,0.000328,0.000115,0.000289,,,,
1.06E+05,8.71E-05,9.57E-05,0.000174,,,,
1.15E+05,0.000177,9.43E-05,0.000328,,,,
1.23E+05,0.000195,0,0.000416,,,,
1.31E+05,0.000306,2.31E-05,0.000306,,,,
1.47E+05,0.000206,0.000145,0.00019,,,,
1.64E+05,6.72E-05,0.000113,0.000224,,,,
1.80E+05,0.000141,1.10E-05,0.00022,,,,
1.97E+05,0.000318,8.92E-05,0.00017,,,,
2.13E+05,4.89E-05,0.000268,2.16E-05,,,,
2.29E+05,0.000153,4.50E-05,0.000117,,,,
2.46E+05,0.000217,2.42E-05,0.000112,,,,
2.62E+05,0.00018,0.000213,9.67E-05,,,,
2.95E+05,0.00017,0.000393,0.000309,,,,
3.28E+05,0.000281,0.000216,0.000234,,,,
3.60E+05,0.000136,0.000289,0.000365,,,,
3.93E+05,0.00019,0.000217,0.000258,,,,
4.26E+05,0.000125,0.000185,0.000207,,,,
4.59E+05,0.000245,0.000377,7.71E-05,,,,
4.92E+05,0.000207,0.000303,0.000371,,,,
5.24E+05,0.000188,7.34E-05,0.000131,,,,
5.90E+05,0.000562,0.000375,7.36E-05,,,,
6.55E+05,0.000505,9.34E-05,0.000129,,,,
7.21E+05,0.000275,0.000335,0.000277,,,,
7.86E+05,0.000433,0.000198,0.000326,,,,
8.52E+05,0.000427,7.59E-05,5.88E-05,,,,
9.18E+05,0.000446,0.000239,7.25E-05,,,,
9.83E+05,0.00038,0.000237,0.000205,,,,
1.05E+06,0.000472,0.000625,0.000435,,,,
1.18E+06,0.000486,0.000142,0.000363,,,,
1.31E+06,7.92E-05,0.000409,0.000103,,,,
1.44E+06,0.000168,0.000206,0.000303,,,,
1.57E+06,0.00038,0.000326,0.000432,,,,
1.70E+06,0.000342,0.000404,0.00056,,,,
1.84E+06,0.000179,0.000391,0.000876,,,,
1.97E+06,0.000445,0.00015,0.000845,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
