X Lag Time,Record 1: JJ1_10mg_PS20_250ug_200rpm_10-00min_ST_No1_230629 1,Record 2: JJ1_10mg_PS20_250ug_200rpm_10-00min_ST_No1_230629 2,Record 3: JJ1_10mg_PS20_250ug_200rpm_10-00min_ST_No1_230629 3,X Intensity,Record 1: JJ1_10mg_PS20_250ug_200rpm_10-00min_ST_No1_230629 1,Record 2: JJ1_10mg_PS20_250ug_200rpm_10-00min_ST_No1_230629 2,Record 3: JJ1_10mg_PS20_250ug_200rpm_10-00min_ST_No1_230629 3
0.5,0.854,0.843,0.842,0.4,0,0,0
1,0.832,0.83,0.823,0.463,0,0,0
1.5,0.816,0.802,0.809,0.536,0,0,0
2,0.795,0.785,0.786,0.621,0,0,0
2.5,0.776,0.773,0.774,0.719,0,0,0
3,0.762,0.753,0.755,0.833,0,0,0
3.5,0.745,0.741,0.736,0.965,0,0,0
4,0.73,0.726,0.724,1.12,0,0,0
4.5,0.712,0.71,0.71,1.29,0,0,0
5.5,0.688,0.681,0.68,1.5,0,0,0
6.5,0.656,0.657,0.648,1.74,0,0,0
7.5,0.629,0.624,0.628,2.01,0,0,0
8.5,0.606,0.607,0.603,2.33,0,0,0
9.5,0.581,0.579,0.578,2.7,0,0,0
10.5,0.56,0.557,0.557,3.12,0,0,0
11.5,0.533,0.537,0.532,3.62,0,0,0
12.5,0.514,0.516,0.512,4.19,0,0,0
14.5,0.474,0.48,0.474,4.85,0,0,0
16.5,0.439,0.443,0.436,5.61,0,0,0
18.5,0.408,0.411,0.405,6.5,0,0,0
20.5,0.378,0.379,0.375,7.53,1.63,0.96,1.02
22.5,0.349,0.356,0.347,8.72,4.81,3.77,4.16
24.5,0.324,0.33,0.322,10.1,8.59,7.77,8.45
26.5,0.299,0.307,0.298,11.7,11.9,11.7,12.4
28.5,0.279,0.287,0.279,13.5,13.8,14.3,14.7
32.5,0.241,0.248,0.242,15.7,14.1,14.9,15
36.5,0.209,0.215,0.209,18.2,12.7,13.5,13.2
40.5,0.182,0.188,0.183,21,10.1,10.5,10.1
44.5,0.159,0.167,0.161,24.4,6.95,6.72,6.41
48.5,0.141,0.147,0.142,28.2,3.95,3.28,3.16
52.5,0.122,0.132,0.125,32.7,1.65,0.945,0.943
56.5,0.11,0.118,0.112,37.8,0.367,0,0
60.5,0.0983,0.106,0.0995,43.8,0,0,0
68.5,0.0783,0.0858,0.0801,50.7,0,0,0
76.5,0.0629,0.0703,0.0656,58.8,0,0,0
84.5,0.0511,0.059,0.0541,68.1,0,0,0
92.5,0.0427,0.0514,0.0445,78.8,0,0,0
101,0.0374,0.0435,0.0366,91.3,0,0,0
109,0.0317,0.036,0.0315,106,0,0,0
117,0.0274,0.0328,0.0279,122,0,0,0
125,0.0237,0.0289,0.0249,142,0,0,0
141,0.019,0.0257,0.0202,164,0,0,0
157,0.0163,0.0213,0.0162,190,0,0,0
173,0.0146,0.0198,0.0144,220,0,0,0
189,0.0128,0.0178,0.0137,255,0,0,0
205,0.011,0.0168,0.0127,295,0,0,0.000905
221,0.0104,0.0163,0.0111,342,0,0,0.0581
237,0.0111,0.0148,0.00993,396,0.0193,0.00489,0.183
253,0.0101,0.014,0.00993,459,0.0835,0.087,0.363
285,0.00848,0.0124,0.00861,531,0.194,0.257,0.569
317,0.00874,0.0113,0.00808,615,0.338,0.492,0.773
349,0.00701,0.0115,0.00806,712,0.498,0.753,0.948
381,0.00459,0.0113,0.00801,825,0.652,0.998,1.07
413,0.00475,0.0102,0.00697,955,0.784,1.19,1.13
445,0.00434,0.00936,0.00632,1.11E+03,0.88,1.31,1.13
477,0.00463,0.0102,0.00559,1.28E+03,0.932,1.34,1.06
509,0.0049,0.0092,0.00594,1.48E+03,0.937,1.28,0.937
573,0.0043,0.00713,0.00597,1.72E+03,0.896,1.15,0.78
637,0.00469,0.00611,0.00448,1.99E+03,0.817,0.962,0.604
701,0.00322,0.00537,0.00477,2.30E+03,0.707,0.744,0.428
765,0.00231,0.00567,0.00418,2.67E+03,0.579,0.522,0.27
829,0.00122,0.00529,0.00261,3.09E+03,0.444,0.321,0.144
893,0.000559,0.00366,0.00234,3.58E+03,0.314,0.163,0.0583
957,0.00114,0.00398,0.00271,4.15E+03,0.2,0.0589,0.013
1.02E+03,0.00115,0.00373,0.00339,4.80E+03,0.11,0.00926,0
1.15E+03,0.00189,0.00319,0.00231,5.56E+03,0.0468,0,0
1.28E+03,0.000623,0.0034,0.00102,6.44E+03,0,0,0
1.40E+03,0.00131,0.00322,0.00051,7.46E+03,0,0,0
1.53E+03,0.000918,0.00185,0.000533,8.63E+03,0,0,0
1.66E+03,0.00131,0.00382,0.00212,,,,
1.79E+03,0.00155,0.00235,0.00108,,,,
1.92E+03,0.000363,0.00165,7.80E-05,,,,
2.04E+03,0.000101,0.00176,0.000663,,,,
2.30E+03,0.000436,0.00126,0.0015,,,,
2.56E+03,0,0.00245,0.00169,,,,
2.81E+03,0.000778,0.00232,0.00124,,,,
3.07E+03,0.000334,0.00141,0.000666,,,,
3.32E+03,0.000118,0.00143,0.000698,,,,
3.58E+03,0.000492,0.0021,0.000988,,,,
3.84E+03,0.000212,0.00139,0.0012,,,,
4.09E+03,0.000459,0.00105,0.00108,,,,
4.60E+03,0.000911,0.00113,0.000405,,,,
5.12E+03,0.000597,0.000978,0.000557,,,,
5.63E+03,0.000425,0.00174,0.000424,,,,
6.14E+03,0.00107,0.000875,0.000549,,,,
6.65E+03,0.000492,0.000907,0.000486,,,,
7.16E+03,0.000626,0.000651,0.000324,,,,
7.68E+03,0.000573,0.000783,0.000793,,,,
8.19E+03,0.000759,0.00128,0.000399,,,,
9.21E+03,0.000631,0.000943,0.000496,,,,
1.02E+04,0.000828,0.00146,0.000971,,,,
1.13E+04,0.000393,0.00169,0.000658,,,,
1.23E+04,0.000879,0.00128,0.000513,,,,
1.33E+04,7.01E-05,0.00134,0.001,,,,
1.43E+04,0,0.00168,0.000665,,,,
1.54E+04,0.00045,0.00103,0.000669,,,,
1.64E+04,0.000186,0.00163,0.000666,,,,
1.84E+04,0.000262,0.00152,0.000561,,,,
2.05E+04,8.37E-05,0.00149,0.00077,,,,
2.25E+04,0.00047,0.00108,0.000845,,,,
2.46E+04,0.000234,0.00122,0.000998,,,,
2.66E+04,0.000153,0.000886,0.000465,,,,
2.87E+04,0.000282,0.00124,0.000791,,,,
3.07E+04,0.000643,0.00158,0.000708,,,,
3.28E+04,0.000191,0.00106,0.000303,,,,
3.69E+04,0.000356,0.00125,0.000731,,,,
4.10E+04,0.000173,0.00107,0.000481,,,,
4.51E+04,0.000629,0.000997,0.000262,,,,
4.91E+04,0.000198,0.00122,0.000615,,,,
5.32E+04,0.000339,0.00107,0.00059,,,,
5.73E+04,1.42E-05,0.00126,0.000323,,,,
6.14E+04,0.000336,0.000999,0.000633,,,,
6.55E+04,0.000353,0.00109,0.000693,,,,
7.37E+04,0.000444,0.00115,0.000671,,,,
8.19E+04,0.000384,0.000988,0.000371,,,,
9.01E+04,0.000321,0.000934,0.000331,,,,
9.83E+04,0.000489,0.00111,0.000319,,,,
1.06E+05,0.000121,0.00114,0.000302,,,,
1.15E+05,0.000327,0.00123,0.000507,,,,
1.23E+05,0.00024,0.00106,0.000347,,,,
1.31E+05,0.000326,0.000938,0.000519,,,,
1.47E+05,0.00019,0.0008,0.00018,,,,
1.64E+05,0.000223,0.000623,0.000337,,,,
1.80E+05,0.000131,0.000486,0.000323,,,,
1.97E+05,0.000292,0.000621,0.000313,,,,
2.13E+05,0.000228,0.000672,0.000181,,,,
2.29E+05,0.000311,0.000529,0.000332,,,,
2.46E+05,3.38E-06,0.000335,0.000186,,,,
2.62E+05,0.000271,0.000846,0.000429,,,,
2.95E+05,0.000232,0.00091,0.000439,,,,
3.28E+05,6.77E-05,0.000645,0.000606,,,,
3.60E+05,0.000191,0.000664,0.000226,,,,
3.93E+05,0.000129,0.000465,0.000612,,,,
4.26E+05,9.04E-05,0.000446,0.000678,,,,
4.59E+05,0.000296,0.00064,0.000537,,,,
4.92E+05,0.000177,0.000435,0.000452,,,,
5.24E+05,0.000179,0.000633,0.000451,,,,
5.90E+05,0.000115,0.00015,0.000125,,,,
6.55E+05,0.000517,0.000224,0.000189,,,,
7.21E+05,0.00023,0.000209,0.000211,,,,
