T[°C]	Scattering [mAU]	S.D.
20.00003	94.41281	2.289688
20.05401	94.51775	2.040307
20.108	94.43905	2.313253
20.16199	95.00971	1.485392
20.21597	94.50523	2.669985
20.26996	94.56203	2.605433
20.32394	94.63264	2.208677
20.37793	95.14114	1.595341
20.43192	95.12643	1.489267
20.4859	94.82906	1.908196
20.53989	95.25092	0.9903015
20.59388	94.89975	1.606143
20.64786	94.63393	2.267273
20.70185	95.0531	1.421187
20.75584	94.68672	1.920459
20.80982	95.16122	1.048417
20.86381	94.74387	1.799669
20.9178	95.06199	0.9826995
20.97178	94.80541	1.762395
21.02577	95.26544	0.9583571
21.07975	94.79772	1.895029
21.13374	95.20535	1.078404
21.18773	94.90237	1.901184
21.24171	95.28673	1.189253
21.2957	94.52556	2.323794
21.34969	94.56505	2.305299
21.40367	94.82455	1.614344
21.45766	95.17261	0.9757062
21.51164	94.67854	1.744761
21.56563	95.10239	0.8824899
21.61962	94.69685	1.88608
21.6736	95.24815	1.039149
21.72759	94.52433	1.830992
21.78158	95.01565	0.9507115
21.83556	94.53735	1.755332
21.88955	94.86919	1.097119
21.94353	94.72064	1.796081
21.99752	95.06189	1.03781
22.05151	94.55826	2.196024
22.1055	94.57051	2.044543
22.15948	94.5685	1.988352
22.21347	95.02236	1.150823
22.26745	94.65074	1.80741
22.32144	95.03278	1.184594
22.37543	94.64376	1.974153
22.42941	95.01107	1.39862
22.4834	94.65137	1.883865
22.53739	94.93782	1.223497
22.59137	94.53438	1.859231
22.64536	94.90258	1.034706
22.69934	94.58637	1.89485
22.75333	94.99885	1.170213
22.80732	94.50713	1.920503
22.8613	95.01387	1.250992
22.91529	94.45097	1.862691
22.96928	94.91667	1.210449
23.02326	94.45315	2.186147
23.07725	94.82421	1.349818
23.13124	94.52349	2.138881
23.18522	95.02614	1.399324
23.23921	94.53895	2.319702
23.29319	94.98307	1.491313
23.34718	94.40379	2.316142
23.40117	94.97226	1.544732
23.45515	94.51105	2.168633
23.50914	94.95394	1.480612
23.56313	94.85683	1.548288
23.61711	94.72108	1.443391
23.6711	94.5773	1.777522
23.72508	94.75056	1.495319
23.77907	95.02376	0.949562
23.83306	94.77796	1.505277
23.88704	95.07974	1.161164
23.94103	94.87435	1.561772
23.99502	95.16694	0.9286534
24.049	94.70971	1.524264
24.10299	95.15495	0.80646
24.15698	94.70968	1.722027
24.21096	94.99438	1.137702
24.26495	94.82218	1.751604
24.31894	95.23754	1.179966
24.37292	94.78468	1.74212
24.42691	95.30097	0.9586607
24.48089	94.79446	1.608626
24.53488	95.28043	0.9149584
24.58887	94.5127	1.634199
24.64285	94.93474	0.8280076
24.69684	94.56186	1.476303
24.75083	94.77784	0.5659956
24.80481	94.70171	1.433222
24.8588	95.19552	0.6975915
24.91278	94.37801	2.151452
24.96677	94.48041	2.144094
25.02076	94.59864	1.588014
25.07474	95.03392	0.9685015
25.12873	94.48883	1.546321
25.18272	94.86884	0.8632128
25.2367	94.5847	1.708846
25.29069	95.00443	1.016487
25.34468	94.52673	1.709853
25.39866	94.96363	0.8386107
25.45265	94.46172	1.767831
25.50664	95.06519	0.9169871
25.56062	94.46144	1.561709
25.61461	94.87857	0.8856595
25.66859	94.43076	1.573256
25.72258	94.7439	0.8208948
25.77657	94.43069	1.562009
25.83055	94.83537	0.7950983
25.88454	94.50277	1.584467
25.93853	95.04787	0.7861178
25.99251	94.27299	1.782362
26.0465	94.33366	1.783251
26.10048	94.47094	1.897853
26.15447	94.90732	1.030918
26.20846	94.52441	2.076356
26.26244	94.74412	1.19151
26.31643	94.51083	2.072647
26.37042	94.98412	1.265415
26.4244	94.42298	1.707385
26.47839	94.88712	1.043881
26.53238	94.2952	1.847193
26.58636	94.77206	1.230314
26.64035	94.52865	1.758175
26.69433	94.88974	1.074674
26.74832	94.30462	1.600036
26.80231	94.73354	0.9300908
26.85629	94.47186	1.835675
26.91028	94.91142	1.04074
26.96427	94.3633	2.162012
27.01825	94.78228	1.33617
27.07224	94.3568	2.104428
27.12623	94.74833	1.479605
27.18021	94.40149	2.103377
27.2342	94.69329	1.387105
27.28819	94.30988	1.864776
27.34217	94.51857	1.393502
27.39616	94.43237	1.973965
27.45014	94.68732	1.674978
27.50413	94.61419	1.663288
27.55812	94.75757	1.537938
27.6121	94.77839	1.365813
27.66609	94.7012	1.420358
27.72008	95.12971	0.7676831
27.77406	94.38461	1.402677
27.82805	94.645	0.8916118
27.88203	94.45182	1.413391
27.93602	94.7393	0.6681304
27.99001	94.65379	1.25228
28.04399	95.10838	0.4152298
28.09798	94.59251	1.350738
28.15197	94.9048	0.5758418
28.20595	94.38981	1.578002
28.25994	94.78244	0.9063762
28.31392	94.47224	1.472121
28.36791	94.86898	0.6123179
28.4219	94.40426	1.446863
28.47589	94.87995	0.7036799
28.52987	94.42245	1.492697
28.58386	94.75277	0.6364351
28.63784	94.44619	1.512336
28.69183	94.93602	0.6133312
28.74582	94.30144	1.811573
28.7998	94.36884	1.749751
28.85379	94.29079	1.518475
28.90778	94.78387	0.711966
28.96176	94.34675	1.275458
29.01575	94.56339	0.6478847
29.06973	94.06908	1.819838
29.12372	94.11689	1.598544
29.17771	94.15413	1.787661
29.23169	94.20135	1.707871
29.28568	94.06239	1.919922
29.33967	93.99792	1.882684
29.39365	94.35018	1.673119
29.44764	94.75211	1.01431
29.50163	94.3288	1.706591
29.55561	94.81239	1.027732
29.6096	94.25634	1.565382
29.66358	94.65697	0.8761046
29.71757	94.31548	1.752048
29.77156	94.71745	0.986113
29.82554	94.34458	1.662249
29.87953	94.6243	0.9250118
29.93352	94.20056	1.679304
29.9875	94.65736	0.8196338
30.04149	94.21052	1.603811
30.09547	94.72538	0.9056644
30.14946	94.2157	1.798621
30.20345	94.58265	1.003886
30.25743	94.16967	1.668105
30.31142	94.45409	1.162958
30.36541	94.10851	1.881829
30.41939	94.49547	1.119702
30.47338	94.27747	1.963532
30.52737	94.6321	1.297821
30.58135	94.08438	2.104881
30.63534	94.57401	1.448565
30.68933	94.10809	2.218432
30.74331	94.50636	1.44098
30.7973	94.09162	2.04618
30.85128	94.41119	1.221559
30.90527	94.12733	1.962765
30.95926	94.50431	1.309077
31.01324	93.96689	1.916303
31.06723	94.39409	1.309216
31.12122	93.93834	2.049695
31.1752	94.50647	1.270548
31.22919	94.17534	2.095969
31.28317	94.51101	1.366835
31.33716	94.1135	2.175499
31.39115	94.3103	1.521445
31.44513	94.13537	1.993458
31.49912	94.38332	1.608507
31.55311	94.13113	1.884477
31.60709	94.35404	1.616673
31.66108	94.56971	1.255096
31.71507	94.36642	1.443488
31.76905	94.72305	0.833759
31.82304	94.30145	1.612495
31.87703	94.70599	0.801259
31.93101	94.22416	1.517627
31.985	94.47659	0.8728669
32.03898	94.3315	1.376855
32.09297	94.75306	0.5748506
32.14696	94.21471	1.49067
32.20094	94.59544	0.8359481
32.25493	94.44984	1.356272
32.30891	94.85094	0.8043951
32.3629	94.32346	1.600758
32.41689	94.72295	0.9875155
32.47087	94.23324	1.586277
32.52486	94.59527	0.9243442
32.57885	94.34577	1.63345
32.63284	94.67461	1.077843
32.68682	94.25877	1.663531
32.74081	94.71277	1.039609
32.79479	94.16955	1.614895
32.84878	94.62071	1.085091
32.90277	94.07793	1.655437
32.95675	94.43846	0.8582489
33.01074	94.20539	1.503441
33.06472	94.51579	0.7197012
33.11871	94.22176	1.577634
33.1727	94.62865	0.9793059
33.22668	94.01819	1.595331
33.28067	94.43282	0.788815
33.33466	94.0968	1.500637
33.38864	94.41665	0.7263167
33.44263	94.09083	1.548584
33.49662	94.5928	0.9942176
33.5506	93.97002	1.679501
33.60459	94.29355	1.082804
33.65857	94.08054	1.755395
33.71256	94.46742	1.140142
33.76655	93.91595	1.513924
33.82053	94.42539	0.9387725
33.87452	93.80444	1.469797
33.9285	94.27132	0.7812476
33.98249	93.77701	1.650924
34.03648	94.03542	0.9590665
34.09047	93.70141	1.545811
34.14445	93.9078	0.7548265
34.19844	93.7171	1.29583
34.25243	94.00092	0.6716397
34.30641	93.71346	1.365623
34.3604	94.14143	0.8536139
34.41438	93.43705	1.516492
34.46837	93.95796	1.047105
34.52236	93.4127	1.860618
34.57634	93.35355	1.736367
34.63033	93.49149	1.67324
34.68431	93.80786	1.180101
34.7383	93.39136	1.925639
34.79229	93.82162	1.197304
34.84628	93.31895	1.953289
34.90026	93.78389	1.169047
34.95425	93.33727	1.737804
35.00823	93.80686	1.162718
35.06222	93.36732	1.669918
35.11621	93.73339	1.009119
35.17019	93.30194	1.739924
35.22418	93.55842	1.120853
35.27816	93.23224	1.801997
35.33215	93.60191	1.238777
35.38614	93.23836	1.71043
35.44012	93.71259	1.010291
35.49411	93.73474	0.9771627
35.5481	93.48326	1.139873
35.60209	93.63707	0.9079926
35.65607	93.5768	1.14979
35.71006	93.8155	0.736777
35.76404	93.69666	1.146744
35.81803	94.1009	0.5995157
35.87202	93.7285	1.119906
35.926	94.21873	0.5589691
35.97999	93.52491	1.251473
36.03397	93.91688	0.6905496
36.08796	93.48252	1.139989
36.14195	93.6965	0.6426713
36.19593	93.79331	1.182453
36.24992	94.23235	0.7367604
36.30391	93.69959	1.178041
36.35789	94.20761	0.6153519
36.41188	93.5826	1.200394
36.46587	93.91267	0.467867
36.51985	93.86221	1.124872
36.57384	94.22046	0.5607194
36.62782	93.90865	1.501262
36.68181	94.1795	0.7985479
36.7358	93.97694	1.543085
36.78978	94.4077	0.9472113
36.84377	93.89144	2.198813
36.89775	93.99495	2.194391
36.95174	94.18501	2.031798
37.00573	94.54375	1.348797
37.05972	94.4277	2.20917
37.1137	94.7049	1.436242
37.16769	94.3834	2.147779
37.22168	94.70797	1.386082
37.27566	94.49284	2.131655
37.32965	94.82323	1.464105
37.38363	94.29961	2.412686
37.43762	94.17423	2.379971
37.49161	94.37829	1.920424
37.54559	94.68439	1.302206
37.59958	94.272	1.987064
37.65356	94.66646	1.326788
37.70755	94.31448	2.033267
37.76154	94.76761	1.474157
37.81553	94.39993	2.446224
37.86951	94.77892	1.816739
37.9235	94.3287	2.535327
37.97748	94.76255	1.947442
38.03147	94.43366	2.598803
38.08546	94.84641	1.960209
38.13944	94.43603	2.641227
38.19343	94.86464	1.819996
38.24741	94.35087	2.576076
38.3014	94.70448	1.837097
38.35539	94.30258	2.667858
38.40937	94.81683	1.857221
38.46336	94.36027	2.403582
38.51735	94.7067	1.737777
38.57133	94.2558	2.249409
38.62532	94.64927	1.627553
38.67931	94.12285	2.475861
38.73329	94.46992	1.792586
38.78728	94.26494	2.397675
38.84127	94.64286	1.757163
38.89525	94.11532	2.583606
38.94924	94.57214	1.962036
39.00322	93.99222	2.56721
39.05721	94.4747	1.823967
39.1112	94.19408	2.612931
39.16518	94.45443	1.901626
39.21917	94.28464	2.422464
39.27316	94.56275	1.874941
39.32714	94.16175	2.418936
39.38113	94.49133	1.777241
39.43512	94.46137	1.807469
39.4891	94.58559	1.842261
39.54309	94.79461	1.534559
39.59707	94.32693	1.821517
39.65106	94.42321	1.695314
39.70505	94.39774	1.769634
39.75903	94.69041	1.26634
39.81302	94.47957	1.973301
39.867	94.99711	1.340134
39.92099	94.35244	2.075727
39.97498	94.70827	1.486965
40.02896	94.24239	2.114076
40.08295	94.61599	1.473773
40.13694	94.04774	2.483111
40.19092	93.95494	2.556964
40.24491	94.416	2.066874
40.2989	94.87328	1.596894
40.35288	94.36112	2.157306
40.40687	94.75807	1.46111
40.46085	94.37662	1.969673
40.51484	94.8609	1.386542
40.56883	94.33526	2.092452
40.62281	94.81428	1.47466
40.6768	94.01066	2.396156
40.73079	94.00283	2.485712
40.78477	94.2817	1.983741
40.83876	94.53691	1.30686
40.89275	94.32878	2.025458
40.94673	94.7342	1.354081
41.00072	94.30152	2.189717
41.05471	94.75812	1.575688
41.10869	94.21902	2.299276
41.16268	94.74191	1.886918
41.21666	94.20732	2.278165
41.27065	94.57315	1.783807
