T[°C]	Scattering [mAU]	S.D.	First derivative	S.D. of first derivative
20.00003	94.6253	2.213705	0.06610497	0.3506911
20.05401	94.64893	2.167681	0.06342529	0.3425991
20.108	94.67193	2.122331	0.06080671	0.3346261
20.16199	94.69432	2.077744	0.05825077	0.326775
20.21597	94.71615	2.034014	0.05575878	0.3190488
20.26996	94.73743	1.991297	0.05333185	0.31145
20.32394	94.75822	1.949677	0.05097089	0.3039812
20.37793	94.77861	1.909116	0.04867656	0.2966443
20.43192	94.79874	1.869506	0.04644928	0.2894411
20.4859	94.81869	1.830723	0.04428919	0.2823732
20.53989	94.83854	1.792631	0.04219618	0.2754414
20.59388	94.85834	1.755051	0.04016982	0.2686465
20.64786	94.87802	1.717806	0.03820938	0.2619888
20.70185	94.89738	1.680707	0.0363138	0.2554679
20.75584	94.91566	1.643655	0.03448167	0.2490834
20.80982	94.93039	1.608036	0.03271125	0.2428341
20.86381	94.93333	1.591745	0.03100034	0.2367183
20.9178	94.93343	1.57843	0.02934643	0.2307342
20.97178	94.93169	1.567677	0.02774652	0.2248789
21.02577	94.92837	1.559585	0.02619737	0.2191496
21.07975	94.92442	1.552377	0.02469543	0.2135428
21.13374	94.92042	1.544739	0.02323697	0.2080545
21.18773	94.9166	1.536113	0.02181809	0.2026806
21.24171	94.9125	1.527436	0.02043482	0.1974167
21.2957	94.90775	1.519594	0.01908314	0.1922583
21.34969	94.90162	1.514452	0.017759	0.1872009
21.40367	94.89317	1.514126	0.01645833	0.1822402
21.45766	94.88237	1.518543	0.01517711	0.1773723
21.51164	94.87019	1.525344	0.01391125	0.1725931
21.56563	94.85734	1.532728	0.01265665	0.167899
21.61962	94.84493	1.538723	0.01140917	0.1632865
21.6736	94.83355	1.542926	0.01016466	0.1587524
21.72759	94.82399	1.544892	0.008919001	0.154294
21.78158	94.8164	1.545252	0.007668039	0.1499091
21.83556	94.81078	1.544309	0.006407697	0.145596
21.88955	94.80636	1.54337	0.005134002	0.1413537
21.94353	94.80264	1.542946	0.003843233	0.1371817
21.99752	94.79881	1.544422	0.002532037	0.1330803
22.05151	94.79442	1.548247	0.001197733	0.1290509
22.1055	94.78902	1.554928	-0.0001612169	0.1250964
22.15948	94.78345	1.562865	-0.00154441	0.1212215
22.21347	94.77838	1.570294	-0.002948112	0.1174339
22.26745	94.77418	1.576277	-0.004362837	0.1137454
22.32144	94.77051	1.581345	-0.005769517	0.1101729
22.37543	94.76745	1.585389	-0.007133969	0.1067391
22.42941	94.76468	1.589051	-0.008399827	0.1034707
22.4834	94.76231	1.592	-0.009481549	0.1003934
22.53739	94.75996	1.59486	-0.01026322	0.09752226
22.59137	94.75784	1.59771	-0.01061762	0.09484984
22.64536	94.75552	1.601736	-0.0105259	0.09274473
22.69934	94.75317	1.607438	-0.01047165	0.09067516
22.75333	94.75044	1.615908	-0.01046024	0.08866558
22.80732	94.74734	1.627073	-0.01049611	0.0867424
22.8613	94.74391	1.640414	-0.01058252	0.08493307
22.91529	94.74061	1.653994	-0.01072125	0.08326504
22.96928	94.73775	1.666275	-0.0109131	0.08176463
23.02326	94.73565	1.676237	-0.01115852	0.0804556
23.07725	94.7345	1.68338	-0.01145741	0.07935791
23.13124	94.73471	1.687269	-0.01180984	0.07848666
23.18522	94.73656	1.687851	-0.012216	0.07785088
23.23921	94.74042	1.68478	-0.01267615	0.07745234
23.29319	94.74638	1.677736	-0.01319145	0.07728304
23.34718	94.75428	1.666451	-0.01376424	0.07732347
23.40117	94.76392	1.65089	-0.01439755	0.07754331
23.45515	94.77501	1.631458	-0.01509436	0.07790418
23.50914	94.78703	1.609059	-0.01585698	0.0783628
23.56313	94.79962	1.584435	-0.01668593	0.07887416
23.61711	94.81253	1.558394	-0.01758053	0.07939332
23.6711	94.82554	1.531632	-0.01853885	0.0798772
23.72508	94.83858	1.504679	-0.01955807	0.08028658
23.77907	94.85178	1.477983	-0.02063503	0.08058704
23.83306	94.86526	1.451888	-0.0217673	0.08074743
23.88704	94.87865	1.42676	-0.02295304	0.08074
23.94103	94.89133	1.403016	-0.02419127	0.08053984
23.99502	94.90245	1.380922	-0.02548214	0.08012426
24.049	94.91106	1.360379	-0.0268278	0.0794714
24.10299	94.91684	1.341255	-0.02823145	0.07856191
24.15698	94.91996	1.323721	-0.02969724	0.07737857
24.21096	94.9203	1.309181	-0.03122952	0.07590678
24.26495	94.91728	1.29976	-0.0328321	0.07413425
24.31894	94.91093	1.296085	-0.03450703	0.0720518
24.37292	94.90164	1.297498	-0.03625483	0.06965283
24.42691	94.88977	1.302822	-0.03807452	0.06693364
24.48089	94.87628	1.30993	-0.03996458	0.06389319
24.53488	94.8621	1.317093	-0.04192289	0.06053515
