T[°C]	350nm [counts / mm]	S.D.
20.00003	7027.917	6.680837
20.05401	7029.191	11.13357
20.108	7016.039	2.08314
20.16199	7003.159	13.22155
20.21597	7001.499	16.57421
20.26996	6999.176	12.81091
20.32394	6999.524	16.27056
20.37793	6988.917	11.54268
20.43192	6980.585	13.64758
20.4859	6969.378	17.93485
20.53989	6971.445	18.52988
20.59388	6963.344	15.72603
20.64786	6949.619	25.05468
20.70185	6957.262	18.39068
20.75584	6946.068	13.30473
20.80982	6939.748	20.34869
20.86381	6942.329	20.88765
20.9178	6937.044	17.16008
20.97178	6919.669	14.03594
21.02577	6917.251	10.95455
21.07975	6912.374	28.79479
21.13374	6905.041	29.72416
21.18773	6906.624	17.20889
21.24171	6901.916	8.916049
21.2957	6896.234	17.92502
21.34969	6887.54	10.27219
21.40367	6878.139	14.58622
21.45766	6875.752	13.49716
21.51164	6875.847	17.04505
21.56563	6873.054	12.80433
21.61962	6861.307	22.72245
21.6736	6852.631	21.12404
21.72759	6849.866	22.91986
21.78158	6843.004	24.74303
21.83556	6836.119	30.81985
21.88955	6840.088	30.47477
21.94353	6830.254	24.16471
21.99752	6823.276	20.95493
22.05151	6816.723	21.87311
22.1055	6810.338	12.6068
22.15948	6815.729	23.33388
22.21347	6805.84	19.24097
22.26745	6793.042	19.46082
22.32144	6794.615	17.31225
22.37543	6798.777	20.71469
22.42941	6785.216	21.79453
22.4834	6772.132	19.52561
22.53739	6771.767	18.73519
22.59137	6764.634	22.76404
22.64536	6762.256	16.68335
22.69934	6752.937	20.04926
22.75333	6748.826	21.46517
22.80732	6740.712	5.194371
22.8613	6739.391	19.37833
22.91529	6740.504	19.22677
22.96928	6738.212	11.91607
23.02326	6727.244	15.59396
23.07725	6720.479	10.01223
23.13124	6718.313	20.85113
23.18522	6710.423	17.53735
23.23921	6694.531	8.549127
23.29319	6695.366	5.547013
23.34718	6696.75	6.024909
23.40117	6687.884	10.92397
23.45515	6682.902	7.801215
23.50914	6677.462	14.2975
23.56313	6672.356	19.47602
23.61711	6668.187	13.58874
23.6711	6662.162	16.7902
23.72508	6656.11	19.02496
23.77907	6651.749	16.89816
23.83306	6646.583	18.73655
23.88704	6642.263	22.01701
23.94103	6641.452	11.51483
23.99502	6636.63	6.945281
24.049	6627.243	7.01016
24.10299	6623.174	9.341629
24.15698	6612.093	15.60218
24.21096	6608.626	18.18273
24.26495	6603.746	15.31948
24.31894	6606.233	16.54207
24.37292	6594.959	8.536388
24.42691	6581.037	12.29307
24.48089	6583.948	15.84239
24.53488	6580.533	18.58782
24.58887	6579.137	19.92634
24.64285	6576.172	19.7196
24.69684	6561.347	28.33605
24.75083	6564.619	22.88869
24.80481	6550.57	17.93455
24.8588	6541.873	18.09181
24.91278	6541.583	22.45129
24.96677	6539.506	23.9048
25.02076	6531.381	19.36406
25.07474	6533.103	15.85636
25.12873	6517.947	13.61009
25.18272	6514.259	16.13441
25.2367	6513.634	12.21186
25.29069	6506.516	16.6173
25.34468	6505.884	18.23423
25.39866	6496.498	14.45194
25.45265	6483.594	23.92237
25.50664	6476.426	21.54839
25.56062	6474.583	19.21625
25.61461	6477.168	18.02709
25.66859	6468.029	29.05684
25.72258	6469.399	25.3615
25.77657	6453.785	24.36176
25.83055	6456.34	19.33733
25.88454	6454.162	20.76511
25.93853	6449.092	19.15358
25.99251	6442.535	26.74939
26.0465	6435.557	23.07411
26.10048	6430.641	15.58753
26.15447	6427.409	15.62265
26.20846	6413.389	18.28113
26.26244	6414.772	19.61151
26.31643	6397.797	18.47875
26.37042	6398.967	16.34499
26.4244	6404.303	16.80262
26.47839	6392.876	15.89604
26.53238	6389.428	22.98568
26.58636	6382.677	19.43415
26.64035	6372.85	17.84636
26.69433	6370.603	21.06228
26.74832	6366.629	19.10833
26.80231	6363.324	14.86483
26.85629	6359.745	16.02521
26.91028	6352.071	12.52566
26.96427	6349.574	6.34037
27.01825	6342.546	9.952237
27.07224	6331.494	3.552164
27.12623	6327.521	10.21409
27.18021	6316.136	16.41028
27.2342	6313.468	19.1882
27.28819	6315.843	17.35685
27.34217	6310.622	18.23214
27.39616	6303.272	21.64681
27.45014	6300.044	19.55458
27.50413	6296.585	13.44122
27.55812	6291.552	14.92045
27.6121	6288.581	14.24914
27.66609	6277.692	13.2341
27.72008	6266.597	16.88016
27.77406	6272.237	14.53148
27.82805	6268.749	18.0312
27.88203	6255.138	16.54407
27.93602	6249.853	17.18179
27.99001	6242.887	20.73247
28.04399	6238.844	25.59389
28.09798	6235.167	18.02546
28.15197	6233.129	18.31585
28.20595	6220.066	21.6045
28.25994	6218.558	24.32468
28.31392	6216.309	19.70705
28.36791	6211.694	23.48353
28.4219	6215.212	19.2519
