Lag Time [us], Avg. Corr. [-], Std. Dev. Corr. [-]
5.000000000000000000e-01,8.579666666666665442e-01,2.910798365815945449e-02
1.000000000000000000e+00,8.590000000000000968e-01,3.664931668930682118e-02
1.500000000000000000e+00,8.552333333333332899e-01,4.193153971640566774e-02
2.000000000000000000e+00,8.516000000000000236e-01,4.709242563007493693e-02
2.500000000000000000e+00,8.485333333333334727e-01,5.148533995114588230e-02
3.000000000000000000e+00,8.456666666666664556e-01,5.559169705638779962e-02
3.500000000000000000e+00,8.424333333333333673e-01,6.039164325229643554e-02
4.000000000000000000e+00,8.401666666666666172e-01,6.380902721420370072e-02
4.500000000000000000e+00,8.370333333333336290e-01,6.816485257401193321e-02
5.500000000000000000e+00,8.318666666666668652e-01,7.500286584562933234e-02
6.500000000000000000e+00,8.271333333333333870e-01,8.155841288698351121e-02
7.500000000000000000e+00,8.228000000000001979e-01,8.612917323856429663e-02
8.500000000000000000e+00,8.183666666666664646e-01,9.216046101616809372e-02
9.500000000000000000e+00,8.140333333333332755e-01,9.729992144212488980e-02
1.050000000000000000e+01,8.100666666666669347e-01,1.017962580889864438e-01
1.150000000000000000e+01,8.059666666666668311e-01,1.062636549710957862e-01
1.250000000000000000e+01,8.020999999999999241e-01,1.105835150151388835e-01
1.450000000000000000e+01,7.947333333333332916e-01,1.182020284945646815e-01
1.650000000000000000e+01,7.875333333333333075e-01,1.243556449735258723e-01
1.850000000000000000e+01,7.804333333333333123e-01,1.311620959054057012e-01
2.050000000000000000e+01,7.738666666666667027e-01,1.363648082150971663e-01
2.250000000000000000e+01,7.674666666666666304e-01,1.412043599339900812e-01
2.450000000000000000e+01,7.608999999999999098e-01,1.459653596128086539e-01
2.650000000000000000e+01,7.547000000000000375e-01,1.499473815756024175e-01
2.850000000000000000e+01,7.486666666666667025e-01,1.537795855097165709e-01
3.250000000000000000e+01,7.373333333333332851e-01,1.604208545504999250e-01
3.650000000000000000e+01,7.262000000000000677e-01,1.656609333173823806e-01
4.050000000000000000e+01,7.154333333333331435e-01,1.696921519598994788e-01
4.450000000000000000e+01,7.051999999999998270e-01,1.731191337858372925e-01
4.850000000000000000e+01,6.954666666666666774e-01,1.754697603053277932e-01
5.250000000000000000e+01,6.858999999999999542e-01,1.773098495815184084e-01
5.650000000000000000e+01,6.766333333333333089e-01,1.785743317333792768e-01
6.050000000000000000e+01,6.678666666666664975e-01,1.793360808232896120e-01
6.850000000000000000e+01,6.507000000000001672e-01,1.797291352813046583e-01
7.650000000000000000e+01,6.341366666666666818e-01,1.792065317531381097e-01
8.450000000000000000e+01,6.183633333333332649e-01,1.777352631910989189e-01
9.250000000000000000e+01,6.029999999999998694e-01,1.756893280765795817e-01
1.010000000000000000e+02,5.884199999999998321e-01,1.729553548133757335e-01
1.090000000000000000e+02,5.741300000000000292e-01,1.701189262515065415e-01
1.170000000000000000e+02,5.603833333333334554e-01,1.668817960431116243e-01
1.250000000000000000e+02,5.469033333333332969e-01,1.636124278293977496e-01
1.410000000000000000e+02,5.212200000000000166e-01,1.572759805849752723e-01
1.570000000000000000e+02,4.966566666666668017e-01,1.505757403259656568e-01
1.730000000000000000e+02,4.734166666666667633e-01,1.437917749394237166e-01
1.890000000000000000e+02,4.513533333333333841e-01,1.373733441325533100e-01
2.050000000000000000e+02,4.303733333333333300e-01,1.309396331911384659e-01
2.210000000000000000e+02,4.103066666666665419e-01,1.246683432796471952e-01
2.370000000000000000e+02,3.912599999999999967e-01,1.187735358890447818e-01
2.530000000000000000e+02,3.732999999999999097e-01,1.131936211191644920e-01
2.850000000000000000e+02,3.395433333333334192e-01,1.027766231414898035e-01
3.170000000000000000e+02,3.088400000000000589e-01,9.310737072197142195e-02
3.490000000000000000e+02,2.808700000000000085e-01,8.457296034010902686e-02
3.810000000000000000e+02,2.553633333333332756e-01,7.678457317821674177e-02
4.130000000000000000e+02,2.323266666666666813e-01,6.951246444087333387e-02
4.450000000000000000e+02,2.110766666666666902e-01,6.321304799471079428e-02
4.770000000000000000e+02,1.919666666666666466e-01,5.739265442205296330e-02
5.090000000000000000e+02,1.749200000000000199e-01,5.211369136403798397e-02
5.730000000000000000e+02,1.444533333333333502e-01,4.319140027217529404e-02
6.370000000000000000e+02,1.196033333333333393e-01,3.589492792268446364e-02
7.010000000000000000e+02,9.896000000000000629e-02,3.007119827205496226e-02
7.650000000000000000e+02,8.198666666666665215e-02,2.513760383244158236e-02
8.290000000000000000e+02,6.793333333333334556e-02,2.132442881691831021e-02
8.930000000000000000e+02,5.632566666666665584e-02,1.829191562211122599e-02
9.570000000000000000e+02,4.667933333333334350e-02,1.561896679291434158e-02
1.020000000000000000e+03,3.931766666666667437e-02,1.348865108752241374e-02
1.150000000000000000e+03,2.743533333333332894e-02,1.048237789992240328e-02
1.280000000000000000e+03,1.942266666666666794e-02,8.463594627756488784e-03
1.400000000000000000e+03,1.422700000000000180e-02,7.107563795242944314e-03
1.530000000000000000e+03,1.084933333333333236e-02,6.134154767581567053e-03
1.660000000000000000e+03,8.661333333333333384e-03,5.261282610984100924e-03
1.790000000000000000e+03,7.509999999999999315e-03,4.836749407152101526e-03
1.920000000000000000e+03,6.853450000000000514e-03,4.661473739047296630e-03
2.040000000000000000e+03,6.270079999999999057e-03,4.527925028196194863e-03
2.300000000000000000e+03,5.523666666666666308e-03,4.115402928556063412e-03
