Lag Time [us], Avg. Corr. [-], Std. Dev. Corr. [-]
5.000000000000000000e-01,8.419999999999999707e-01,1.769180601295414906e-02
1.000000000000000000e+00,8.483333333333332726e-01,2.020725942163691807e-02
1.500000000000000000e+00,8.473333333333332718e-01,1.823001188516710364e-02
2.000000000000000000e+00,8.469999999999999751e-01,1.967231557290602048e-02
2.500000000000000000e+00,8.466666666666666785e-01,2.013289182738868185e-02
3.000000000000000000e+00,8.436666666666666758e-01,2.040424792373720514e-02
3.500000000000000000e+00,8.429999999999999716e-01,2.107130750570549577e-02
4.000000000000000000e+00,8.443333333333332691e-01,1.921804707386611660e-02
4.500000000000000000e+00,8.426666666666666750e-01,1.913983629327414143e-02
5.500000000000000000e+00,8.413333333333333774e-01,1.887679351302370620e-02
6.500000000000000000e+00,8.403333333333332655e-01,2.020725942163691807e-02
7.500000000000000000e+00,8.379999999999999671e-01,1.931320791582798180e-02
8.500000000000000000e+00,8.359999999999999654e-01,1.868154169226942177e-02
9.500000000000000000e+00,8.356666666666665577e-01,1.913983629327414143e-02
1.050000000000000000e+01,8.336666666666666670e-01,2.112660250332111869e-02
1.150000000000000000e+01,8.319999999999998508e-01,2.007485989988474703e-02
1.250000000000000000e+01,8.306666666666666643e-01,1.975685535031660930e-02
1.450000000000000000e+01,8.276666666666666616e-01,1.877054430040141567e-02
1.650000000000000000e+01,8.246666666666667700e-01,1.913983629327408939e-02
1.850000000000000000e+01,8.213333333333333597e-01,1.921804707386606803e-02
2.050000000000000000e+01,8.186666666666666536e-01,1.942506971244458910e-02
2.250000000000000000e+01,8.156666666666666510e-01,1.877054430040140526e-02
2.450000000000000000e+01,8.123333333333334627e-01,1.985782801147526269e-02
2.650000000000000000e+01,8.090000000000000524e-01,2.066397831977178495e-02
2.850000000000000000e+01,8.063333333333333464e-01,2.020725942163685909e-02
3.250000000000000000e+01,8.013333333333333419e-01,1.985782801147526269e-02
3.650000000000000000e+01,7.956666666666666332e-01,1.942506971244457523e-02
4.050000000000000000e+01,7.900000000000000355e-01,1.931320791582798180e-02
4.450000000000000000e+01,7.843333333333334378e-01,1.985782801147532514e-02
4.850000000000000000e+01,7.793333333333333224e-01,1.985782801147532167e-02
5.250000000000000000e+01,7.736666666666667247e-01,1.942506971244463768e-02
5.650000000000000000e+01,7.686666666666667203e-01,1.975685535031660930e-02
6.050000000000000000e+01,7.633333333333333082e-01,1.985782801147532167e-02
6.850000000000000000e+01,7.533333333333332993e-01,1.955334583474997029e-02
7.650000000000000000e+01,7.443333333333334023e-01,1.955334583474997029e-02
8.450000000000000000e+01,7.349999999999999867e-01,1.969771560359222587e-02
9.250000000000000000e+01,7.259999999999999787e-01,1.969771560359222587e-02
1.010000000000000000e+02,7.166666666666666741e-01,1.985782801147532514e-02
1.090000000000000000e+02,7.086666666666666670e-01,1.985782801147532514e-02
1.170000000000000000e+02,7.003333333333333632e-01,2.025668613898463574e-02
1.250000000000000000e+02,6.923333333333333561e-01,2.025668613898461839e-02
1.410000000000000000e+02,6.763333333333333419e-01,2.025668613898461839e-02
1.570000000000000000e+02,6.616666666666667362e-01,2.081665999466134412e-02
1.730000000000000000e+02,6.473333333333333162e-01,2.098412098071620810e-02
1.890000000000000000e+02,6.340000000000000080e-01,2.042057785666215666e-02
2.050000000000000000e+02,6.209999999999999964e-01,2.042057785666215666e-02
2.210000000000000000e+02,6.083333333333333925e-01,2.098412098071620463e-02
2.370000000000000000e+02,5.966666666666666785e-01,2.059935274064051899e-02
2.530000000000000000e+02,5.856666666666666687e-01,2.059935274064051899e-02
2.850000000000000000e+02,5.643333333333333535e-01,2.079262689833421412e-02
3.170000000000000000e+02,5.446666666666666323e-01,2.042873792805937130e-02
3.490000000000000000e+02,5.266666666666667274e-01,2.042873792805943375e-02
3.810000000000000000e+02,5.093333333333333046e-01,2.064784088793145816e-02
4.130000000000000000e+02,4.930000000000000493e-01,2.007485989988475050e-02
4.450000000000000000e+02,4.780000000000000360e-01,2.007485989988472969e-02
4.770000000000000000e+02,4.639999999999999680e-01,2.007485989988471581e-02
5.090000000000000000e+02,4.513333333333333641e-01,1.985782801147529392e-02
5.730000000000000000e+02,4.269999999999999907e-01,1.928730152198592646e-02
6.370000000000000000e+02,4.050000000000000266e-01,1.928730152198589523e-02
7.010000000000000000e+02,3.850000000000000089e-01,1.928730152198589523e-02
7.650000000000000000e+02,3.669999999999999929e-01,1.946792233393180097e-02
8.290000000000000000e+02,3.500000000000000333e-01,1.873499399519518854e-02
8.930000000000000000e+02,3.349999999999999645e-01,1.873499399519518160e-02
9.570000000000000000e+02,3.206666666666666554e-01,1.844812546936229827e-02
1.020000000000000000e+03,3.076666666666666994e-01,1.844812546936229827e-02
1.150000000000000000e+03,2.843333333333333268e-01,1.789785834487838193e-02
1.280000000000000000e+03,2.636666666666666603e-01,1.680277754817139854e-02
1.400000000000000000e+03,2.453333333333333199e-01,1.625833119767626858e-02
1.530000000000000000e+03,2.296666666666666856e-01,1.616580753730952058e-02
1.660000000000000000e+03,2.149999999999999967e-01,1.509966887054150012e-02
1.790000000000000000e+03,2.033333333333333381e-01,1.504437879519567554e-02
1.920000000000000000e+03,1.923333333333333284e-01,1.450287327853806013e-02
2.040000000000000000e+03,1.836666666666666448e-01,1.401189970465580026e-02
2.300000000000000000e+03,1.673333333333333339e-01,1.305118130030125979e-02
