Lag Time [us], Avg. Corr. [-], Std. Dev. Corr. [-]
5.000000000000000000e-01,8.746666666666667034e-01,6.377042156569668989e-03
1.000000000000000000e+00,8.795000000000000595e-01,7.007139216541946602e-03
1.500000000000000000e+00,8.748333333333334627e-01,8.183316361150091978e-03
2.000000000000000000e+00,8.726666666666665906e-01,8.286535263104043147e-03
2.500000000000000000e+00,8.701666666666666439e-01,9.020347369512264277e-03
3.000000000000000000e+00,8.673333333333334005e-01,9.973297682645737572e-03
3.500000000000000000e+00,8.638333333333333419e-01,1.040032050788180541e-02
4.000000000000000000e+00,8.615000000000000435e-01,1.089495295997188785e-02
4.500000000000000000e+00,8.588333333333332265e-01,1.135634917861664400e-02
5.500000000000000000e+00,8.538333333333332220e-01,1.252863387072457139e-02
6.500000000000000000e+00,8.488333333333332176e-01,1.334790870011729608e-02
7.500000000000000000e+00,8.433333333333332682e-01,1.351542328847553896e-02
8.500000000000000000e+00,8.384999999999999121e-01,1.517563837207517273e-02
9.500000000000000000e+00,8.333333333333333703e-01,1.614517471774979535e-02
1.050000000000000000e+01,8.283333333333331439e-01,1.710750322714177374e-02
1.150000000000000000e+01,8.236666666666665471e-01,1.710750322714175639e-02
1.250000000000000000e+01,8.183333333333333570e-01,1.830482632167442988e-02
1.450000000000000000e+01,8.086666666666667558e-01,2.003663311703503258e-02
1.650000000000000000e+01,7.998333333333332851e-01,2.094198335083534770e-02
1.850000000000000000e+01,7.901666666666667949e-01,2.243583443214598738e-02
2.050000000000000000e+01,7.814999999999999725e-01,2.403955074455429650e-02
2.250000000000000000e+01,7.723333333333334272e-01,2.482471886379919793e-02
2.450000000000000000e+01,7.636666666666666048e-01,2.595123632250817894e-02
2.650000000000000000e+01,7.551666666666666528e-01,2.695490060576495595e-02
2.850000000000000000e+01,7.466666666666667007e-01,2.811168203197147997e-02
3.250000000000000000e+01,7.301666666666665195e-01,3.015570703310848158e-02
3.650000000000000000e+01,7.148333333333333206e-01,3.154943211321981078e-02
4.050000000000000000e+01,6.993333333333332513e-01,3.332666599986660455e-02
4.450000000000000000e+01,6.849999999999999423e-01,3.431034829318987955e-02
4.850000000000000000e+01,6.703333333333332256e-01,3.583666651164230110e-02
5.250000000000000000e+01,6.563333333333333242e-01,3.657139136902867044e-02
5.650000000000000000e+01,6.426666666666667194e-01,3.769173207305109852e-02
6.050000000000000000e+01,6.296666666666667078e-01,3.877456210799381381e-02
6.850000000000000000e+01,6.038333333333333330e-01,4.045450119166799779e-02
7.650000000000000000e+01,5.798333333333333117e-01,4.229617792031171997e-02
8.450000000000000000e+01,5.566666666666667540e-01,4.320030864087275047e-02
9.250000000000000000e+01,5.351666666666666794e-01,4.451254504818461660e-02
1.010000000000000000e+02,5.141666666666667718e-01,4.559568693052742233e-02
1.090000000000000000e+02,4.945000000000001061e-01,4.636701413720750731e-02
1.170000000000000000e+02,4.756666666666666821e-01,4.687287772973479372e-02
1.250000000000000000e+02,4.578333333333332589e-01,4.704643096629824994e-02
1.410000000000000000e+02,4.241666666666666363e-01,4.781805795582529106e-02
1.570000000000000000e+02,3.934999999999999609e-01,4.818609758011121319e-02
