Lag Time [us], Avg. Corr. [-], Std. Dev. Corr. [-]
5.000000000000000000e-01,8.428888888888889097e-01,1.518588525938186808e-02
1.000000000000000000e+00,8.420000000000000817e-01,1.489966442575135254e-02
1.500000000000000000e+00,8.368888888888887934e-01,1.458119031873294884e-02
2.000000000000000000e+00,8.309999999999999609e-01,1.460308186651020600e-02
2.500000000000000000e+00,8.264444444444444260e-01,1.400991712244498318e-02
3.000000000000000000e+00,8.221111111111110148e-01,1.433042606174395744e-02
3.500000000000000000e+00,8.185555555555555918e-01,1.596958915494623918e-02
4.000000000000000000e+00,8.147777777777778230e-01,1.696892584828053191e-02
4.500000000000000000e+00,8.093333333333334600e-01,1.872164522684902424e-02
5.500000000000000000e+00,8.015555555555554657e-01,2.197789293307656280e-02
6.500000000000000000e+00,7.943333333333332247e-01,2.519424537468823236e-02
7.500000000000000000e+00,7.862222222222221557e-01,2.856911696998078523e-02
8.500000000000000000e+00,7.793333333333333224e-01,3.268026927673637477e-02
9.500000000000000000e+00,7.722222222222221433e-01,3.667348421468083486e-02
1.050000000000000000e+01,7.658888888888888413e-01,3.955200514652969235e-02
1.150000000000000000e+01,7.593333333333334156e-01,4.265559752248232472e-02
1.250000000000000000e+01,7.533333333333334103e-01,4.611127844681821991e-02
1.450000000000000000e+01,7.411111111111111649e-01,5.264134412333251051e-02
1.650000000000000000e+01,7.298888888888889204e-01,5.873339008699490771e-02
1.850000000000000000e+01,7.189999999999999725e-01,6.405466415492318266e-02
2.050000000000000000e+01,7.092222222222221983e-01,6.974736155901846424e-02
2.250000000000000000e+01,6.993333333333331403e-01,7.541220060441150563e-02
2.450000000000000000e+01,6.910000000000000586e-01,7.995154782741858979e-02
2.650000000000000000e+01,6.827777777777779278e-01,8.467847686658309947e-02
2.850000000000000000e+01,6.743333333333334512e-01,8.909264840602733326e-02
3.250000000000000000e+01,6.596666666666667345e-01,9.687749996774278061e-02
3.650000000000000000e+01,6.461111111111110805e-01,1.034993290370092717e-01
4.050000000000000000e+01,6.340000000000000080e-01,1.099010918963046479e-01
4.450000000000000000e+01,6.233333333333334059e-01,1.154642801908884742e-01
4.850000000000000000e+01,6.133333333333332860e-01,1.206244170970372093e-01
5.250000000000000000e+01,6.044444444444443398e-01,1.252468673371824603e-01
5.650000000000000000e+01,5.965555555555556166e-01,1.294305905795758160e-01
6.050000000000000000e+01,5.893333333333333757e-01,1.325914778558561768e-01
6.850000000000000000e+01,5.765555555555555989e-01,1.388201274231434246e-01
7.650000000000000000e+01,5.658888888888888857e-01,1.440151419508070574e-01
8.450000000000000000e+01,5.566666666666666430e-01,1.474830498735363038e-01
9.250000000000000000e+01,5.492222222222222783e-01,1.515798286199203926e-01
1.010000000000000000e+02,5.427777777777779145e-01,1.539543583158477502e-01
1.090000000000000000e+02,5.371111111111110947e-01,1.562197526278642778e-01
1.170000000000000000e+02,5.321111111111110903e-01,1.579346735555910430e-01
1.250000000000000000e+02,5.278888888888888520e-01,1.593066574601046392e-01
1.410000000000000000e+02,5.203333333333333144e-01,1.617111622616076716e-01
1.570000000000000000e+02,5.142222222222222472e-01,1.631684541951796408e-01
1.730000000000000000e+02,5.086666666666666003e-01,1.646291286498230699e-01
1.890000000000000000e+02,5.040000000000000036e-01,1.656668343392846965e-01
2.050000000000000000e+02,4.995555555555555305e-01,1.662634288644913305e-01
2.210000000000000000e+02,4.955555555555555269e-01,1.664159781324430765e-01
2.370000000000000000e+02,4.920000000000001039e-01,1.667872896835967123e-01
2.530000000000000000e+02,4.883333333333332860e-01,1.664984984917281252e-01
2.850000000000000000e+02,4.815555555555555145e-01,1.666141583953109628e-01
3.170000000000000000e+02,4.750000000000000333e-01,1.666043216726384724e-01
3.490000000000000000e+02,4.683333333333334347e-01,1.660790474442818132e-01
3.810000000000000000e+02,4.616666666666666696e-01,1.654984894190880684e-01
