Lag Time [us], Avg. Corr. [-], Std. Dev. Corr. [-]
5.000000000000000000e-01,7.935555555555555696e-01,2.371239713267677199e-02
1.000000000000000000e+00,7.918888888888888644e-01,2.006517159435998454e-02
1.500000000000000000e+00,7.854444444444445006e-01,1.784734651923858273e-02
2.000000000000000000e+00,7.787777777777777910e-01,1.700571799261780398e-02
2.500000000000000000e+00,7.749999999999999112e-01,1.736375535418535274e-02
3.000000000000000000e+00,7.712222222222222534e-01,1.636900865796230703e-02
3.500000000000000000e+00,7.644444444444444819e-01,1.542004467496051710e-02
4.000000000000000000e+00,7.610000000000000098e-01,1.624038176891173108e-02
4.500000000000000000e+00,7.575555555555555376e-01,1.727072024490520011e-02
5.500000000000000000e+00,7.496666666666667034e-01,1.987460691435180907e-02
6.500000000000000000e+00,7.413333333333332886e-01,2.376972864800944163e-02
7.500000000000000000e+00,7.336666666666666892e-01,2.673013280924734295e-02
8.500000000000000000e+00,7.258888888888888058e-01,3.072232268418375115e-02
9.500000000000000000e+00,7.186666666666665648e-01,3.381198012539342324e-02
1.050000000000000000e+01,7.117777777777776205e-01,3.777491819242555227e-02
1.150000000000000000e+01,7.066666666666666652e-01,4.123711920103050738e-02
1.250000000000000000e+01,6.992222222222221895e-01,4.483797993269147270e-02
1.450000000000000000e+01,6.873333333333332407e-01,5.202643558807387714e-02
1.650000000000000000e+01,6.759999999999999343e-01,5.837593682331787548e-02
1.850000000000000000e+01,6.651111111111110974e-01,6.451055038605012226e-02
2.050000000000000000e+01,6.553333333333334343e-01,6.970294111441784068e-02
2.250000000000000000e+01,6.457777777777778949e-01,7.576572077426864393e-02
2.450000000000000000e+01,6.371111111111111835e-01,8.096981604963116030e-02
2.650000000000000000e+01,6.286666666666665959e-01,8.552923476800197711e-02
2.850000000000000000e+01,6.207777777777778727e-01,8.977440862765090346e-02
3.250000000000000000e+01,6.056666666666665755e-01,9.808669634563087214e-02
3.650000000000000000e+01,5.934444444444443301e-01,1.054503569352791548e-01
4.050000000000000000e+01,5.814444444444444304e-01,1.117039738674402566e-01
4.450000000000000000e+01,5.710000000000000631e-01,1.175840125187093549e-01
4.850000000000000000e+01,5.613333333333334618e-01,1.226019983523922857e-01
5.250000000000000000e+01,5.527777777777777013e-01,1.272367653017179023e-01
5.650000000000000000e+01,5.445555555555555705e-01,1.309733857612979668e-01
6.050000000000000000e+01,5.378888888888888609e-01,1.345357242932564423e-01
6.850000000000000000e+01,5.252222222222221459e-01,1.404597609439957595e-01
7.650000000000000000e+01,5.153333333333333099e-01,1.449172177486167390e-01
8.450000000000000000e+01,5.063333333333334130e-01,1.487909607469485862e-01
9.250000000000000000e+01,4.996666666666666479e-01,1.517135458685215654e-01
1.010000000000000000e+02,4.933333333333332904e-01,1.542870700998628664e-01
1.090000000000000000e+02,4.876666666666666927e-01,1.561593737180064223e-01
1.170000000000000000e+02,4.832222222222222197e-01,1.576307217659186355e-01
1.250000000000000000e+02,4.791111111111111542e-01,1.590828749775132778e-01
1.410000000000000000e+02,4.713333333333333264e-01,1.608088927889251007e-01
1.570000000000000000e+02,4.654444444444444384e-01,1.615697303883923130e-01
1.730000000000000000e+02,4.608888888888889590e-01,1.623110012017396075e-01
1.890000000000000000e+02,4.558888888888888435e-01,1.626064608529166622e-01
2.050000000000000000e+02,4.514444444444444260e-01,1.626338764765132561e-01
2.210000000000000000e+02,4.474444444444444779e-01,1.625123926898431326e-01
2.370000000000000000e+02,4.440000000000000613e-01,1.622089701588663724e-01
2.530000000000000000e+02,4.404444444444444162e-01,1.619198189777205088e-01
2.850000000000000000e+02,4.341111111111111143e-01,1.604652956595634394e-01
3.170000000000000000e+02,4.268888888888888733e-01,1.593411783284882921e-01
