Lag Time [us], Avg. Corr. [-], Std. Dev. Corr. [-]
5.000000000000000000e-01,2.516666666666667052e-01,9.667126425848238114e-02
1.000000000000000000e+00,2.533333333333333548e-01,9.272180613713977559e-02
1.500000000000000000e+00,2.486666666666666747e-01,9.066605391949808523e-02
2.000000000000000000e+00,2.446666666666666712e-01,9.148952581215694102e-02
2.500000000000000000e+00,2.443333333333332913e-01,9.264088370332684841e-02
3.000000000000000000e+00,2.386666666666666659e-01,8.721429546429493307e-02
3.500000000000000000e+00,2.379999999999999893e-01,8.943712875534412521e-02
4.000000000000000000e+00,2.339999999999999858e-01,8.778952101475438752e-02
4.500000000000000000e+00,2.313333333333333075e-01,8.655826554023211827e-02
5.500000000000000000e+00,2.243333333333333568e-01,8.310435207215885467e-02
6.500000000000000000e+00,2.193333333333332968e-01,8.213606597185753311e-02
7.500000000000000000e+00,2.133333333333332915e-01,7.957595951877259599e-02
8.500000000000000000e+00,2.089999999999999913e-01,7.727224598780597919e-02
9.500000000000000000e+00,2.036666666666666625e-01,7.663115119410207621e-02
1.050000000000000000e+01,1.983333333333333337e-01,7.432585911601244377e-02
1.150000000000000000e+01,1.946666666666666823e-01,7.406978691297373685e-02
1.250000000000000000e+01,1.896666666666666778e-01,7.144461724534141578e-02
1.450000000000000000e+01,1.806666666666666698e-01,6.882102391953591469e-02
1.650000000000000000e+01,1.730000000000000149e-01,6.504613747179766037e-02
1.850000000000000000e+01,1.656666666666666565e-01,6.269237061503842023e-02
2.050000000000000000e+01,1.580000000000000016e-01,5.985816569190873654e-02
2.250000000000000000e+01,1.516666666666666718e-01,5.755287424041768268e-02
2.450000000000000000e+01,1.453333333333333421e-01,5.608327142146161265e-02
2.650000000000000000e+01,1.396666666666666612e-01,5.404010856145029934e-02
2.850000000000000000e+01,1.346666666666666567e-01,5.147167505855364950e-02
3.250000000000000000e+01,1.244666666666666560e-01,4.814824330474927472e-02
3.650000000000000000e+01,1.155000000000000054e-01,4.463866037416445998e-02
4.050000000000000000e+01,1.075333333333333280e-01,4.202586505157666907e-02
4.450000000000000000e+01,1.000333333333333491e-01,3.898619413758327990e-02
4.850000000000000000e+01,9.400000000000001410e-02,3.815245732583945337e-02
5.250000000000000000e+01,8.826666666666667382e-02,3.619742163930095985e-02
5.650000000000000000e+01,8.339999999999998803e-02,3.434719784785943836e-02
6.050000000000000000e+01,7.906666666666667398e-02,3.288545777898391198e-02
6.850000000000000000e+01,7.109999999999999654e-02,3.025442116451742408e-02
7.650000000000000000e+01,6.446666666666665824e-02,2.785863121787094179e-02
8.450000000000000000e+01,5.890000000000000097e-02,2.651923829977022307e-02
9.250000000000000000e+01,5.430000000000000798e-02,2.478850540068924801e-02
1.010000000000000000e+02,5.026666666666666089e-02,2.369690556451060220e-02
1.090000000000000000e+02,4.723333333333332856e-02,2.215769241896216671e-02
1.170000000000000000e+02,4.413333333333332997e-02,2.078757641797939620e-02
