X Lag Time,Record 1: JJ1_10mg_PS20_250ug_000rpm_00-00min_NA_No1_230629 1,Record 2: JJ1_10mg_PS20_250ug_000rpm_00-00min_NA_No1_230629 2,Record 3: JJ1_10mg_PS20_250ug_000rpm_00-00min_NA_No1_230629 3,X Intensity,Record 1: JJ1_10mg_PS20_250ug_000rpm_00-00min_NA_No1_230629 1,Record 2: JJ1_10mg_PS20_250ug_000rpm_00-00min_NA_No1_230629 2,Record 3: JJ1_10mg_PS20_250ug_000rpm_00-00min_NA_No1_230629 3
0.5,0.831,0.83,0.832,0.4,0,0,0
1,0.815,0.813,0.815,0.463,0,0,0
1.5,0.794,0.792,0.793,0.536,0,0,0
2,0.774,0.772,0.772,0.621,0,0,0
2.5,0.753,0.753,0.752,0.719,0,0,0
3,0.734,0.731,0.733,0.833,0,0,0
3.5,0.713,0.713,0.716,0.965,0,0,0
4,0.698,0.698,0.697,1.12,0,0,0
4.5,0.68,0.678,0.681,1.29,0,0,0
5.5,0.646,0.645,0.646,1.5,0,0,0
6.5,0.614,0.614,0.615,1.74,0,0,0
7.5,0.585,0.585,0.585,2.01,0,0,0
8.5,0.556,0.557,0.556,2.33,0,0,0
9.5,0.53,0.529,0.529,2.7,0,0,0
10.5,0.504,0.504,0.503,3.12,0,0,0
11.5,0.479,0.48,0.478,3.62,0,0,0
12.5,0.457,0.458,0.456,4.19,0,0,0
14.5,0.413,0.415,0.415,4.85,0,0,0
16.5,0.374,0.377,0.375,5.61,0,0,0
18.5,0.338,0.342,0.339,6.5,0,0,0
20.5,0.307,0.311,0.307,7.53,1.19,1.8,1.67
22.5,0.279,0.282,0.278,8.72,5.6,5.98,6.14
24.5,0.253,0.257,0.253,10.1,11.8,11.3,12
26.5,0.229,0.232,0.228,11.7,17.2,15.9,16.9
28.5,0.208,0.212,0.208,13.5,19.8,18.2,19.2
32.5,0.172,0.175,0.171,15.7,18.6,17.6,18
36.5,0.141,0.145,0.141,18.2,14.2,14.2,13.9
40.5,0.117,0.12,0.116,21,8.29,9.38,8.4
44.5,0.0964,0.0988,0.0958,24.4,3.01,4.54,3.38
