X Lag Time,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230905 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230905 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230905 3,X Intensity,Record 1: EVs_3e10_000rpm_00-00min_NA_No1_230905 1,Record 2: EVs_3e10_000rpm_00-00min_NA_No1_230905 2,Record 3: EVs_3e10_000rpm_00-00min_NA_No1_230905 3
0.5,0.899,0.895,0.892,0.4,0,0,0
1,0.904,0.9,0.894,0.463,0,0,0
1.5,0.901,0.899,0.895,0.536,0,0,0
2,0.897,0.894,0.892,0.621,0,0,0
2.5,0.897,0.889,0.892,0.719,0,0,0
3,0.896,0.889,0.887,0.833,0,0,0
3.5,0.892,0.888,0.888,0.965,0,0,0
4,0.891,0.886,0.883,1.12,0,0,0
4.5,0.887,0.884,0.882,1.29,0,0,0
5.5,0.883,0.877,0.877,1.5,0,0,0
6.5,0.878,0.875,0.873,1.74,0,0,0
7.5,0.874,0.87,0.867,2.01,0,0,0
8.5,0.87,0.865,0.863,2.33,0,0,0
9.5,0.864,0.86,0.859,2.7,0,0,0
10.5,0.861,0.856,0.853,3.12,0,0,0
11.5,0.856,0.853,0.851,3.62,0,0,0
12.5,0.852,0.848,0.846,4.19,0,0,0
14.5,0.842,0.839,0.837,4.85,0,0,0
16.5,0.833,0.83,0.829,5.61,0,0,0
18.5,0.825,0.821,0.82,6.5,0,0,0
20.5,0.818,0.813,0.812,7.53,0,0,0
22.5,0.808,0.806,0.803,8.72,0,0,0
24.5,0.8,0.797,0.796,10.1,0,0,0
26.5,0.792,0.788,0.788,11.7,0,0,0
28.5,0.784,0.78,0.78,13.5,0,0,0
32.5,0.768,0.765,0.765,15.7,0,0,0
36.5,0.753,0.75,0.75,18.2,0,0,0
40.5,0.737,0.735,0.735,21,0,0,0
44.5,0.723,0.72,0.721,24.4,0,0,0
48.5,0.709,0.706,0.706,28.2,0,0,0
52.5,0.695,0.692,0.693,32.7,0,0,0.0735
56.5,0.681,0.679,0.68,37.8,0,0,0.484
60.5,0.668,0.666,0.667,43.8,0,0,1.17
68.5,0.642,0.641,0.642,50.7,0,0.0262,2.01
76.5,0.617,0.615,0.618,58.8,0.657,0.878,2.95
84.5,0.594,0.593,0.595,68.1,2.11,2.76,3.98
92.5,0.572,0.571,0.573,78.8,4.26,5.43,5.1
101,0.551,0.55,0.552,91.3,6.82,8.37,6.29
109,0.531,0.529,0.533,106,9.37,11,7.48
117,0.511,0.51,0.513,122,11.5,12.8,8.55
125,0.493,0.492,0.494,142,12.8,13.5,9.34
141,0.457,0.457,0.46,164,13,12.9,9.73
157,0.425,0.424,0.429,190,12.1,11.2,9.61
173,0.395,0.395,0.4,220,10.3,8.72,8.95
189,0.367,0.367,0.374,255,7.85,5.95,7.8
205,0.342,0.342,0.349,295,5.21,3.38,6.31
221,0.319,0.318,0.326,342,2.82,1.44,4.65
237,0.297,0.297,0.305,396,1.08,0.329,3.03
253,0.278,0.278,0.286,459,0.178,0,1.66
285,0.242,0.243,0.252,531,0,0,0.685
317,0.212,0.213,0.222,615,0,0,0.155
349,0.185,0.186,0.196,712,0,0,0
381,0.163,0.164,0.174,825,0,0,0
413,0.143,0.144,0.155,955,0,0,0
445,0.126,0.127,0.138,1.11E+03,0,0,0
477,0.11,0.112,0.123,1.28E+03,0,0,0
509,0.0973,0.1,0.111,1.48E+03,0,0,0
573,0.0753,0.0799,0.0886,1.72E+03,0,0,0
637,0.0593,0.0643,0.0719,1.99E+03,0,0,0
701,0.0473,0.052,0.0593,2.30E+03,0,0,0
765,0.0376,0.0429,0.0495,2.67E+03,0,0,0
829,0.03,0.0359,0.0409,3.09E+03,0,0,0
893,0.0243,0.03,0.0339,3.58E+03,0,0.0117,0
957,0.0199,0.025,0.0291,4.15E+03,0,0.158,0
1.02E+03,0.0163,0.0209,0.0252,4.80E+03,0,0.429,0
1.15E+03,0.0107,0.0152,0.0183,5.56E+03,0,0.736,0
1.28E+03,0.00805,0.0124,0.0139,6.44E+03,0,0,0
1.40E+03,0.00697,0.0106,0.0116,7.46E+03,0,0,0
1.53E+03,0.00638,0.00884,0.0102,8.63E+03,0,0,0
1.66E+03,0.00548,0.00765,0.00941,,,,
1.79E+03,0.00489,0.00716,0.00863,,,,
1.92E+03,0.0041,0.00795,0.00744,,,,
2.04E+03,0.00431,0.00826,0.00781,,,,
2.30E+03,0.00474,0.00769,0.00821,,,,
2.56E+03,0.00265,0.00837,0.00787,,,,
2.81E+03,0.00221,0.00734,0.00764,,,,
3.07E+03,0.00268,0.00581,0.00796,,,,
3.32E+03,0.00279,0.00575,0.00697,,,,
3.58E+03,0.00309,0.00553,0.0051,,,,
3.84E+03,0.00443,0.00387,0.00428,,,,
4.09E+03,0.00388,0.00457,0.00455,,,,
4.60E+03,0.00287,0.00552,0.00616,,,,
5.12E+03,0.00281,0.00356,0.00534,,,,
5.63E+03,0.00495,0.00408,0.00465,,,,
6.14E+03,0.00336,0.00428,0.00427,,,,
6.65E+03,0.00308,0.00289,0.00401,,,,
7.16E+03,0.00195,0.00321,0.00328,,,,
7.68E+03,0.00197,0.00327,0.00562,,,,
8.19E+03,0.000675,0.00362,0.00584,,,,
9.21E+03,0.00151,0.004,0.00711,,,,
1.02E+04,0.00142,0.00474,0.00435,,,,
1.13E+04,0.00205,0.00318,0.00435,,,,
1.23E+04,0.00211,0.0044,0.00611,,,,
1.33E+04,0.00159,0.00588,0.00639,,,,
1.43E+04,0.00251,0.00289,0.00431,,,,
1.54E+04,0.00163,0.00381,0.00389,,,,
1.64E+04,0.00169,0.00396,0.0049,,,,
1.84E+04,0.0028,0.00498,0.00503,,,,
2.05E+04,0.00305,0.00394,0.00437,,,,
