Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_12_Bot_ETH_14-Run028,547869,87333,11543,894,47,0.0,11,2.3
2023_07_12_Bot_ETH_14-Run037,789387,152964,19519,1177,74,0.0,18,2.3
