Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_24_Bot_ETH_27-Run011,3540911,1664785,264703,10920,99,0.0,27,0.0
2023_07_24_Bot_ETH_27-Run021,89266,19522,5082,670,20,0.0,6.8,2.3
