T[°C]	Scattering [mAU]	S.D.
20.00037	91.49766	0.5351119
20.05447	91.50232	0.518625
20.10858	91.67719	0.2228995
20.16269	91.57242	0.204813
20.21679	91.47996	0.2787796
20.2709	91.57411	0.1618198
20.325	91.57581	0.225717
20.37911	91.56869	0.2059536
20.43321	91.59824	0.4598305
20.48732	91.54134	0.4962079
20.54143	91.47871	0.5072072
20.59553	91.54633	0.4742382
20.64964	91.36866	0.5510272
20.70374	91.59823	0.650542
20.75785	91.41898	0.5338364
20.81195	91.54539	0.7379085
20.86606	91.72542	0.6543337
20.92017	91.54803	0.6920741
20.97427	91.73199	0.7630562
21.02838	91.45415	0.6548209
21.08248	91.32692	0.8364
21.13659	91.52019	0.6538869
21.19069	91.34982	0.583647
21.2448	91.62545	0.5563493
21.29891	91.57049	0.5518094
21.35301	91.61224	0.6336901
21.40712	91.62868	0.6116679
21.46123	91.4597	0.7378591
21.51533	91.24676	0.7230181
21.56944	91.49421	0.8498792
21.62354	91.3119	0.7771057
21.67765	91.54087	0.7200965
21.73175	91.58314	0.800634
21.78586	91.56361	0.6900581
21.83997	91.70116	0.8387581
21.89407	91.47211	0.670206
21.94818	91.52074	0.4923838
22.00228	91.52013	0.7140104
22.05639	91.39986	0.7752701
22.11049	91.61027	0.6131331
22.1646	91.32069	0.6601827
22.21871	91.50069	0.8407848
22.27281	91.53032	0.7463346
22.32692	91.28364	0.8216983
22.38102	91.41318	0.7072164
22.43513	91.40641	0.8627681
22.48923	91.16778	0.75354
22.54334	91.53424	0.6207938
22.59745	91.45822	0.6339058
22.65155	91.55009	0.8547823
22.70566	91.36913	0.9625832
22.75976	91.43928	0.8528977
22.81387	91.46736	0.6154705
22.86798	91.43158	0.4669968
22.92208	91.28452	0.5513644
22.97619	91.38382	0.4753143
23.03029	91.15345	0.3676301
23.0844	91.32275	0.5393678
23.1385	91.3309	0.4921272
23.19261	91.36277	0.2269577
23.24672	91.35618	0.3248987
23.30082	91.35723	0.1674474
23.35493	91.27117	0.2127185
23.40903	91.3336	0.249687
23.46314	91.24085	0.2636045
23.51724	91.26585	0.4766364
23.57135	91.21384	0.5173062
23.62546	91.33633	0.5739039
23.67956	91.29505	0.5775318
23.73367	91.44803	0.3860863
23.78777	91.48428	0.5944498
23.84188	91.47735	0.5484667
23.89598	91.47778	0.6779149
23.95009	91.3639	0.7527241
24.0042	91.34985	0.6194018
24.0583	91.31351	0.5800111
24.11241	91.22884	0.5832825
24.16652	91.22214	0.3523513
24.22062	91.21858	0.3058025
24.27473	91.29389	0.4208287
24.32883	91.37551	0.5241677
24.38294	91.32571	0.6724677
24.43704	91.22789	0.6837036
24.49115	91.21163	0.7574207
24.54526	91.2873	0.7174571
24.59936	91.28703	0.7464463
24.65347	91.1732	0.7412413
24.70757	91.18494	0.7194852
24.76168	91.16546	0.8449462
24.81578	91.11633	0.8916985
24.86989	91.32597	0.7938378
24.924	91.32636	0.7444986
24.9781	91.2735	0.610243
25.03221	91.29719	0.7659748
25.08631	91.1212	0.6847696
25.14042	91.13495	0.6137815
25.19452	91.28883	0.5197666
25.24863	91.32066	0.5969032
25.30274	91.36414	0.4971949
25.35684	91.20607	0.6798645
25.41095	91.11588	0.8397647
25.46505	91.12259	0.7812278
25.51916	91.05771	0.7578945
25.57327	91.08775	0.7754457
25.62737	91.22572	0.8071545
25.68148	91.18573	0.8799999
25.73558	91.23764	1.084072
25.78969	91.34801	0.9911628
25.84379	91.2813	0.8311158
25.8979	91.31007	0.9216517
25.95201	91.23799	0.7714942
26.00611	91.15679	0.6499501
26.06022	91.09243	0.7119455
26.11432	90.86005	0.6930514
26.16843	91.18366	0.678041
26.22253	90.92727	0.457202
26.27664	91.10109	0.5564361
26.33075	91.12517	0.2866205
26.38485	91.06637	0.2780252
26.43896	90.99099	0.3791844
26.49306	91.04075	0.3340498
26.54717	90.88116	0.655063
26.60127	91.07088	0.5406047
26.65538	90.94669	0.762662
26.70949	91.14252	0.53859
26.76359	90.99704	0.7034875
26.8177	91.19086	0.3067437
