T[°C]	Scattering [mAU]	S.D.
20.0012	90.30506	1.352567
20.05515	90.46405	1.383427
20.1091	90.33422	1.33805
20.16305	90.57068	1.457338
20.21699	90.60788	1.052
20.27094	90.41917	0.9762764
20.32489	90.48624	0.9330355
20.37884	90.42602	1.317168
20.43279	90.43706	1.507688
20.48673	90.43359	1.706201
20.54068	90.33418	1.396734
20.59463	90.42311	1.623668
20.64857	90.44065	1.570105
20.70252	90.56606	1.875995
20.75647	90.47304	1.791973
20.81042	90.31224	1.878865
20.86437	90.36307	1.808157
20.91831	90.42548	1.748784
20.97226	90.5574	1.639884
21.02621	90.66145	1.662091
21.08016	90.67212	1.742432
21.1341	90.38074	1.443137
21.18805	90.43393	1.486276
21.242	90.19827	1.221283
21.29595	90.35849	0.9348928
21.34989	90.38809	1.275905
21.40384	90.40009	1.296708
21.45779	90.38554	1.496948
21.51174	90.28789	1.724788
21.56569	90.1333	1.544146
21.61963	90.29937	1.612676
21.67358	90.02166	1.542863
21.72753	90.27332	1.577932
21.78148	90.38109	1.783999
21.83542	90.34691	1.688036
21.88937	90.50896	1.62382
21.94332	90.4305	1.540973
21.99727	90.16506	1.451198
22.05121	90.44632	1.413655
22.10516	90.4101	1.527012
22.15911	90.53133	1.44853
22.21306	90.56774	1.345964
22.267	90.41422	1.268994
22.32095	90.08962	0.9316587
22.3749	90.24916	0.8707123
22.42885	90.13319	1.090429
22.48279	90.22544	1.126392
22.53674	90.2615	1.225707
22.59069	90.26929	1.282815
22.64464	90.46378	1.550099
22.69859	90.36303	1.383467
22.75253	90.33924	1.31265
22.80648	90.29839	1.414002
22.86043	89.93286	1.055543
22.91438	90.18432	1.319848
22.96832	90.27319	1.626699
23.02227	90.3717	1.47249
23.07622	90.47836	1.675616
23.13017	90.46083	1.718754
23.18411	90.23768	1.43373
23.23806	90.31609	1.456864
23.29201	90.41496	1.441966
23.34596	90.45247	1.252673
23.3999	90.41121	1.217969
23.45385	90.37861	1.282741
23.5078	90.36755	1.274572
23.56175	90.26571	1.181657
23.6157	90.30882	1.113072
23.66964	90.35458	1.350747
23.72359	90.37685	1.379009
23.77754	90.28413	1.462829
23.83149	90.19968	1.718784
23.88543	90.16128	1.675478
23.93938	90.26289	1.792253
23.99333	90.23981	1.876905
24.04728	90.28997	1.895622
24.10122	90.16711	1.726091
24.15517	90.27866	1.936694
24.20912	90.31631	1.697067
24.26307	90.36499	1.718522
24.31701	90.33553	1.947783
24.37096	90.33276	1.860848
24.42491	90.18951	1.953473
24.47886	90.44917	1.806092
24.5328	90.31303	1.598013
24.58675	90.32369	1.499362
24.6407	90.34678	1.399839
24.69465	90.22854	1.327392
24.7486	90.04241	1.276606
24.80254	90.30312	1.191171
24.85649	90.19893	1.209119
24.91044	90.32349	1.205776
24.96439	90.44441	1.414062
25.01833	90.28342	1.595656
25.07228	90.16331	1.477124
25.12623	90.16899	1.633272
25.18018	89.88937	1.407297
25.23412	90.16327	1.55127
25.28807	90.07198	1.619382
25.34202	90.19413	1.445137
25.39597	90.4705	1.617558
25.44991	90.34042	1.452453
25.50386	90.20213	1.354502
25.55781	90.28448	1.419428
25.61176	90.0613	1.208744
25.6657	90.20296	0.9602859
25.71965	90.30112	1.26914
25.7736	90.23443	1.119043
25.82755	90.25182	1.175942
25.8815	90.181	1.302942
25.93544	90.1348	0.9445937
25.98939	90.04694	1.157616
26.04334	89.91666	0.9535498
26.09729	90.09293	1.070174
26.15123	90.31805	1.328577
26.20518	90.34366	1.378946
26.25913	90.31615	1.593055
26.31308	90.30212	1.562208
26.36702	89.91746	1.147868
26.42097	90.1004	1.357817
26.47492	90.22131	1.641526
26.52887	90.30186	1.53148
26.58282	90.3575	1.809029
26.63676	90.32997	1.788472
26.69071	90.21938	1.821225
26.74466	90.32224	1.849209
26.7986	90.3551	1.632406
26.85255	90.40753	1.543543
26.9065	90.40688	1.274086
26.96045	90.28503	1.297756
27.0144	90.16413	1.30759
27.06834	90.11962	1.326339
27.12229	90.02036	1.43303
27.17624	90.09438	1.438632
27.23019	90.25562	1.325627
27.28413	90.28879	1.562082
27.33808	90.29806	1.648705
27.39203	90.16328	1.61605
27.44598	90.15423	1.939007
27.49993	89.93114	1.726982
27.55387	90.15447	1.814435
27.60782	89.94012	1.782947
27.66177	90.21004	1.619981
27.71572	90.25117	1.554093
27.76966	90.30744	1.34721
27.82361	90.34807	1.63436
27.87756	90.34675	1.524868
27.93151	90.11861	1.578364
27.98545	90.30408	1.443218
28.0394	90.07183	1.084531
28.09335	90.13154	1.043317
28.1473	90.1607	1.274118
28.20124	90.15398	1.348401
28.25519	90.26172	1.379785
28.30914	90.24783	1.486943
28.36309	89.98856	1.180692
28.41703	90.22093	1.467274
28.47098	89.87954	1.280522
28.52493	90.00452	1.456983
28.57888	90.21746	1.589754
28.63283	90.15567	1.411116
28.68677	90.19174	1.574759
28.74072	90.22598	1.563259
28.79467	89.87807	1.23806
28.84862	90.13124	1.408074
28.90256	90.02101	1.516571
28.95651	90.08528	1.350027
29.01046	90.17245	1.511791
29.06441	90.07489	1.105041
29.11835	90.15688	1.172077
29.1723	90.14918	1.027808
29.22625	90.14325	0.8744214
29.2802	90.1626	1.045542
29.33414	90.10802	0.9620137
29.38809	90.11863	1.152123
29.44204	90.01864	1.208822
29.49599	90.07574	1.305999
29.54993	90.16968	1.263355
29.60388	90.19611	1.183678
29.65783	90.31551	1.384719
29.71178	90.328	1.340788
29.76573	90.06603	1.410915
29.81967	90.15539	1.654521
29.87362	90.07778	1.753691
29.92757	90.11417	1.755511
29.98152	90.25873	1.785966
30.03546	90.16418	1.652741
30.08941	90.15125	1.597705
30.14336	90.19567	1.404699
30.19731	90.13988	1.48701
30.25125	90.18534	1.612637
30.3052	90.12319	1.526915
30.35915	90.14903	1.638435
30.4131	90.02155	1.463071
30.46704	90.0211	1.532789
30.52099	90.12572	1.360759
30.57494	90.12423	1.39527
30.62889	90.11472	1.756109
30.68283	90.11473	1.697472
30.73678	90.00749	1.888393
30.79073	90.01268	1.806574
30.84468	89.8476	1.722049
30.89863	89.94655	1.767643
30.95257	90.05727	1.713593
31.00652	90.02508	1.730204
31.06047	90.04771	1.796554
31.11442	89.95368	1.789375
31.16836	89.88232	1.772421
31.22231	89.96687	1.439657
31.27626	90.12525	1.242577
31.33021	90.05628	1.263791
31.38416	90.20398	1.207995
31.4381	90.20463	1.490506
31.49205	90.10122	1.537717
31.546	90.11164	1.338825
31.59995	90.05463	1.427835
31.65389	89.80276	1.157622
31.70784	90.06808	1.432397
31.76179	89.86154	1.225721
31.81573	90.06126	1.234861
31.86968	90.21756	1.601067
31.92363	90.07584	1.451067
31.97758	90.05757	1.449167
32.03152	90.11672	1.503152
32.08547	89.75934	1.313374
32.13942	89.98854	1.460688
32.19337	89.98148	1.529524
32.24732	90.1153	1.511669
32.30127	90.08778	1.374044
32.35521	89.97751	1.179731
32.40916	89.89135	0.9945837
32.46311	89.92513	0.9200114
32.51706	89.86095	1.034365
32.571	89.96953	1.178898
32.62495	90.03825	1.120398
32.6789	90.08312	1.301132
32.73285	89.91496	1.353363
32.78679	89.93906	1.455332
32.84074	89.96542	1.193549
32.89469	89.99739	1.271092
32.94864	90.17097	1.528578
33.00258	90.20512	1.44605
33.05653	90.05327	1.526718
33.11048	90.12991	1.716097
33.16442	89.9361	1.661329
33.21837	90.01051	1.808702
33.27232	90.04415	1.655429
33.32627	89.99399	1.666913
33.38022	90.23517	1.403239
33.43417	90.1578	1.310468
33.48811	89.95264	1.551819
33.54206	89.87638	1.600389
33.59601	89.74211	1.434045
33.64996	89.82591	1.306519
33.7039	89.95629	1.441635
33.75785	90.04115	1.414481
33.8118	90.10018	1.366706
33.86575	90.08922	1.619669
33.91969	89.65601	1.524266
33.97364	89.83169	1.630427
34.02759	89.66968	2.070075
34.08154	89.88291	1.74254
34.13548	89.91998	1.72161
34.18943	89.95874	1.714856
34.24338	89.99818	1.638776
34.29733	89.96022	1.780374
34.35127	89.78909	1.852812
34.40522	89.78696	1.736481
34.45917	89.72396	1.56504
34.51312	89.90487	1.355327
34.56707	90.09007	1.317963
34.62101	90.05328	1.364748
34.67496	90.12453	1.390867
34.72891	90.05635	1.58643
34.78286	89.9485	1.618507
34.8368	89.87785	1.186207
34.89075	89.89399	1.31206
34.9447	89.76189	1.236286
34.99865	89.97601	1.359017
35.05259	89.94934	1.500341
35.10654	89.92239	1.393974
35.16049	90.07035	1.480361
35.21444	89.99427	1.483352
35.26838	89.7285	1.248202
35.32233	89.94639	1.311448
35.37628	89.81493	1.299161
35.43023	90.07996	1.065267
35.48417	90.03185	1.549299
35.53812	89.99854	1.4516
35.59207	90.05849	1.378668
35.64602	90.04043	1.4441
35.69997	89.87277	1.059627
35.75391	89.8902	1.074038
35.80786	89.74946	1.030589
35.86181	89.87858	0.9666067
35.91576	89.85153	1.136778
