T[°C]	350nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
20.0012	3094.302	35.3146	-44.2832	2.727135
20.05515	3091.898	35.24997	-44.27076	2.667681
20.1091	3089.497	35.18193	-44.25821	2.608418
20.16305	3087.099	35.11086	-44.24553	2.549358
20.21699	3084.702	35.0373	-44.23272	2.490512
20.27094	3082.308	34.96146	-44.2198	2.431894
20.32489	3079.915	34.88324	-44.20676	2.373521
20.37884	3077.523	34.80215	-44.19359	2.315413
20.43279	3075.131	34.71803	-44.18031	2.257582
20.48673	3072.738	34.63066	-44.16692	2.200051
20.54068	3070.344	34.53953	-44.15342	2.142838
20.59463	3067.948	34.44436	-44.13982	2.085968
20.64857	3065.551	34.34445	-44.12611	2.02946
20.70252	3063.153	34.23894	-44.11232	1.973338
20.75647	3060.753	34.12688	-44.09844	1.917625
20.81042	3058.354	34.00648	-44.08448	1.862349
20.86437	3055.96	33.87519	-44.07045	1.807529
20.91831	3053.577	33.72636	-44.05637	1.753196
20.97226	3051.218	33.55273	-44.04223	1.699372
21.02621	3048.879	33.32397	-44.02805	1.646087
21.08016	3046.549	33.11267	-44.01385	1.593365
21.1341	3044.223	32.92262	-43.99963	1.541232
21.18805	3041.89	32.74952	-43.9854	1.489714
21.242	3039.54	32.58822	-43.97118	1.438827
21.29595	3037.164	32.43349	-43.95698	1.388594
21.34989	3034.759	32.28361	-43.94281	1.339033
21.40384	3032.329	32.14014	-43.92868	1.290151
21.45779	3029.886	32.00441	-43.9146	1.241969
21.51174	3027.44	31.87899	-43.90059	1.194493
21.56569	3025.001	31.76734	-43.88665	1.147729
21.61963	3022.577	31.67435	-43.87281	1.101685
21.67358	3020.173	31.60504	-43.85908	1.056361
21.72753	3017.787	31.56194	-43.84547	1.011754
21.78148	3015.414	31.54281	-43.83201	0.9678599
21.83542	3013.048	31.54254	-43.8187	0.9246603
21.88937	3010.683	31.55731	-43.80556	0.8821419
21.94332	3008.313	31.58792	-43.79259	0.8402704
21.99727	3005.936	31.63432	-43.77982	0.7990084
22.05121	3003.551	31.69131	-43.76723	0.7583025
22.10516	3001.156	31.75027	-43.75484	0.7180883
22.15911	2998.752	31.80338	-43.74262	0.6782843
22.21306	2996.337	31.8473	-43.73056	0.6387854
22.267	2993.919	31.88115	-43.71862	0.5994678
22.32095	2991.507	31.90721	-43.70674	0.5601763
22.3749	2989.109	31.93066	-43.69482	0.5207317
