T[°C]	350nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
19.99939	6927.917		-102.8107	
20.05338	6922.155		-102.6882	
20.10736	6916.391		-102.5656	
20.16135	6910.626		-102.4432	
20.21534	6904.862		-102.3208	
20.26933	6899.1		-102.1985	
20.32332	6893.34		-102.0764	
20.37731	6887.587		-101.9543	
20.4313	6881.84		-101.8325	
20.48529	6876.102		-101.7107	
20.53928	6870.375		-101.5892	
20.59327	6864.657		-101.468	
20.64726	6858.949		-101.347	
20.70125	6853.249		-101.2262	
20.75524	6847.554		-101.1058	
20.80923	6841.862		-100.9857	
20.86322	6836.163		-100.8659	
20.91721	6830.441		-100.7466	
20.9712	6824.671		-100.6276	
21.02518	6819.025		-100.5091	
21.07917	6813.421		-100.391	
21.13316	6807.878		-100.2733	
21.18715	6802.41		-100.1562	
21.24114	6797.023		-100.0395	
21.29513	6791.716		-99.92336	
21.34912	6786.49		-99.80775	
21.40311	6781.327		-99.69269	
21.4571	6776.206		-99.5782	
21.51109	6771.104		-99.46429	
21.56508	6765.997		-99.351	
21.61907	6760.868		-99.23832	
21.67306	6755.707		-99.12629	
21.72705	6750.504		-99.01492	
21.78104	6745.254		-98.90423	
21.83503	6739.953		-98.79424	
21.88902	6734.602		-98.68498	
21.943	6729.206		-98.57646	
21.99699	6723.778		-98.46869	
22.05098	6718.336		-98.36167	
22.10497	6712.894		-98.2554	
22.15896	6707.451		-98.14988	
22.21295	6701.997		-98.04505	
22.26694	6696.524		-97.9409	
22.32093	6691.031		-97.83734	
22.37492	6685.516		-97.73437	
22.42891	6679.98		-97.63199	
22.4829	6674.438		-97.53036	
22.53689	6668.915		-97.42988	
22.59088	6663.433		-97.33118	
22.64487	6658.016		-97.29552	
22.69886	6652.683		-97.26563	
22.75285	6647.453		-97.24116	
22.80684	6642.339		-97.2218	
22.86082	6637.342		-97.20721	
22.91481	6632.447		-97.19707	
22.9688	6627.63		-97.19099	
23.02279	6622.86		-97.18858	
23.07678	6618.108		-97.18939	
23.13077	6613.357		-97.19297	
23.18476	6608.59		-97.19882	
23.23875	6603.785		-97.20646	
23.29274	6598.928		-97.21539	
23.34673	6594.019		-97.22515	
23.40072	6589.067		-97.23532	
23.45471	6584.092		-97.24556	
23.5087	6579.107		-97.25561	
23.56269	6574.113		-97.26527	
23.61668	6569.104		-97.27441	
23.67067	6564.071		-97.28295	
23.72466	6559		-97.29081	
23.77865	6553.88		-97.2979	
23.83264	6548.697		-97.30413	
23.88663	6543.438		-97.30937	
23.94061	6538.093		-97.31348	
23.9946	6532.657		-97.31628	
24.04859	6527.131		-97.31761	
24.10258	6521.529		-97.3173	
24.15657	6515.875		-97.31522	
24.21056	6510.202		-97.31119	
24.26455	6504.545		-97.30502	
24.31854	6498.925		-97.29646	
24.37253	6493.352		-97.28519	
24.42652	6487.837		-97.27084	
24.48051	6482.382		-97.25303	
24.5345	6476.98		-97.23133	
24.58849	6471.623		-97.20534	
24.64248	6466.287		-97.17464	
24.69647	6460.942		-97.13885	
24.75046	6455.575		-97.0976	
24.80445	6450.191		-97.05061	
24.85843	6444.805		-96.9977	
24.91242	6439.426		-96.93879	
24.96641	6434.061		-96.87395	
25.0204	6428.713		-96.80336	
25.07439	6423.391		-96.72726	
25.12838	6418.102		-96.64597	
25.18237	6412.835		-96.55981	
25.23636	6407.578		-96.46921	
25.29035	6402.314		-96.37457	
25.34434	6397.032		-96.27637	
25.39833	6391.723		-96.17517	
25.45232	6386.386		-96.07151	
25.50631	6381.024		-95.966	
25.5603	6375.646		-95.85929	
25.61429	6370.276		-95.75211	
25.66828	6364.934		-95.64522	
25.72227	6359.635		-95.53935	
25.77625	6354.385		-95.43526	
25.83024	6349.185		-95.33361	
25.88423	6344.032		-95.23506	
25.93822	6338.923		-95.14016	
25.99221	6333.842		-95.04941	
26.0462	6328.77		-94.9632	
26.10019	6323.688		-94.88183	
26.15418	6318.588		-94.80547	
26.20817	6313.478		-94.73427	
26.26216	6308.361		-94.66827	
26.31615	6303.26		-94.60744	
26.37014	6298.203		-94.55169	
26.42413	6293.221		-94.50082	
26.47812	6288.338		-94.45457	
26.53211	6283.573		-94.41261	
26.5861	6278.929		-94.37461	
26.64009	6274.381		-94.34027	
26.69407	6269.891		-94.30924	
26.74806	6265.414		-94.28121	
26.80205	6260.912		-94.25585	
26.85604	6256.362		-94.23287	
26.91003	6251.748		-94.21201	
26.96402	6247.065		-94.19308	
27.01801	6242.313		-94.17594	
27.072	6237.498		-94.16051	
27.12599	6232.625		-94.14677	
27.17998	6227.695		-94.13467	
27.23397	6222.724		-94.12425	
27.28796	6217.722		-94.11555	
27.34195	6212.7		-94.1087	
27.39594	6207.662		-94.10381	
27.44993	6202.602		-94.10092	
27.50392	6197.499		-94.10006	
27.55791	6192.328		-94.10115	
27.61189	6187.078		-94.10406	
27.66588	6181.739		-94.10857	
27.71987	6176.32		-94.11438	
27.77386	6170.84		-94.12112	
27.82785	6165.315		-94.12843	
27.88184	6159.765		-94.13589	
27.93583	6154.213		-94.14307	
27.98982	6148.681		-94.14957	
28.04381	6143.189		-94.15494	
28.0978	6137.751		-94.15872	
28.15179	6132.373		-94.16045	
28.20578	6127.048		-94.15962	
28.25977	6121.766		-94.15575	
28.31376	6116.516		-94.14831	
28.36775	6111.289		-94.13676	
28.42174	6106.083		-94.12059	
28.47573	6100.902		-94.0993	
28.52971	6095.754		-94.0724	
28.5837	6090.638		-94.03952	
28.63769	6085.561		-94.00035	
28.69168	6080.517		-93.95475	
28.74567	6075.493		-93.90266	
28.79966	6070.469		-93.84417	
28.85365	6065.433		-93.77951	
28.90764	6060.38		-93.70904	
28.96163	6055.313		-93.6332	
